,track.uri,track.name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature
467,1hXToFZUlbOaAfaWW4JabB,Tu Es Foutu - Benny Benassi Sfaction Mix,0.054,0.667,298789.0,0.838,0.12,0.368,-5.015,0.0516,132.045,0.64,10.0,4.0
468,5ptU4IO53hadDV43T0PBll,Spread Love - Video,0.135,0.564,218493.0,0.727,0.000418,0.301,-7.603,0.257,129.962,0.351,7.0,4.0
469,4pfYb7KVrL96T6VHEsCf6K,Bucci Bag - Original Mix,0.000151,0.657,485547.0,0.904,0.59,0.273,-3.727,0.0277,126.956,0.336,6.0,4.0
470,7govOC9vuXcin2Ob9PhvJH,I Need More (Single Edit),0.0393,0.773,207733.0,0.908,0.00236,0.556,-7.777,0.0582,136.015,0.86,10.0,4.0
471,7khLgMuA7m4SA6aaDv1QSv,Tempted To Touch,0.061,0.82,207547.0,0.826,0.0,0.0904,-7.012,0.0546,105.988,0.939,2.0,4.0
472,1LomM3L6atrf79ZL7nHDp4,Shake Senora (feat. T-Pain & Sean Paul),0.134,0.685,214827.0,0.944,0.0,0.361,-5.19,0.341,128.015,0.543,5.0,4.0
473,1UmI1kV6HpC56GtcMtV22b,Clubbin' (feat. Joe Budden and Pied Piper),0.0945,0.575,244227.0,0.496,0.0,0.0891,-6.716,0.164,103.49,0.288,4.0,3.0
474,6Rb0ptOEjBjPPQUlQtQGbL,Hotel Room Service,0.00705,0.851,237640.0,0.629,0.000372,0.0746,-8.385,0.175,125.984,0.789,1.0,4.0
475,4hHXhCRSnOKd6nMGaivmD0,Hotel (feat. R. Kelly),0.118,0.68,247040.0,0.659,0.0,0.107,-6.855,0.211,91.259,0.411,0.0,4.0
476,0FmCLEHfINGqwlyzvklNqy,Holidae In,0.0893,0.81,314400.0,0.791,0.0,0.0838,-5.909,0.181,153.067,0.948,7.0,4.0
477,6A5NlmBCsCGbJ27jHQgKV5,Do You Remember,0.0204,0.854,210800.0,0.674,0.0,0.101,-4.896,0.0705,125.845,0.818,11.0,4.0
478,63rbP24OzfaQCJjsHWZXnY,Where Them Girls At (feat. Nicki Minaj & Flo Rida),0.0306,0.664,210093.0,0.872,0.0,0.228,-3.117,0.0396,129.873,0.555,3.0,4.0
479,1B4iEymNy6FyU2I39ujzVw,Pon De Replay - Remix,0.00031,0.778,217187.0,0.737,0.0,0.276,-7.861,0.251,99.078,0.582,7.0,4.0
480,0mtPNQl5vePVwiI9Vykp7L,We Run The Night,0.00482,0.697,228200.0,0.861,1.83e-06,0.41,-4.389,0.144,127.023,0.703,9.0,4.0
481,6sHBvzRsuGunQTfCk18KXi,Bailando por Ahi,0.0427,0.73,180453.0,0.732,2.22e-06,0.262,-5.167,0.051,129.974,0.974,4.0,4.0
482,1XS0Gyb2YyUgoxa8O67emr,Dirty Dancer,0.00854,0.662,214760.0,0.942,0.0,0.117,-3.631,0.072,133.03,0.787,3.0,4.0
483,4WY3HyGXsWqjFRCVD6gnTe,Baby Boy (feat. Sean Paul),0.0825,0.655,244827.0,0.488,1.16e-06,0.221,-9.17,0.22,91.025,0.791,1.0,4.0
484,2ndnVdR8si7CW9T8vJRHyW,Move Ya Body,0.0202,0.87,232000.0,0.712,0.000331,0.0576,-6.313,0.0432,121.057,0.877,11.0,4.0
485,4e5IMo6PsFM3685ZY0wvEQ,"Move, Shake, Drop",0.0051,0.805,190573.0,0.871,0.0,0.149,-3.684,0.0761,127.964,0.613,7.0,4.0
486,7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,0.0327,0.607,201547.0,0.934,0.0,0.0909,-4.217,0.0314,122.01,0.568,3.0,4.0
487,49ou9vBZLTCi4TYoYzR3F9,Calabria 2007 (feat. Natasja) - Radio Edit,0.00758,0.888,233480.0,0.556,0.0584,0.0553,-8.38,0.186,126.008,0.45,7.0,4.0
488,3pDhN3qB33AOPhQEkUCaWt,Limbo,0.0838,0.806,224693.0,0.875,0.00192,0.065,-3.817,0.088,125.063,0.917,7.0,4.0
489,43s0CIP1nrgUXCLyBmchYH,"Shake Senora Remix (feat. T-Pain, Sean Paul & Ludacris)",0.13,0.711,252360.0,0.936,0.0,0.181,-5.303,0.363,127.967,0.683,0.0,4.0
490,0XM4R7PJdyKv06JyXvJ9rN,I Like It - Jason Nevins Remix,0.00845,0.657,216133.0,0.892,0.0,0.133,-3.851,0.072,128.973,0.746,10.0,4.0
491,6oyl7ELfrMqXLhGmIjXY9R,Lovumba,0.0375,0.734,218413.0,0.933,0.0,0.302,-4.639,0.0578,120.987,0.935,11.0,4.0
492,0QOSqWbludidwxUiGMLv49,Got 2 Luv U (I Don't Even Want to Fight),0.311,0.61,207065.0,0.83,0.0,0.101,-4.484,0.233,184.066,0.602,7.0,4.0
493,7HctR6dqgzdU9v3LYfDElj,Ten Cuidado,0.0598,0.68,213695.0,0.882,0.0,0.154,-3.712,0.242,105.071,0.668,2.0,4.0
494,3eJH2nAjvNXdmPfBkALiPZ,Acapulco,0.051,0.774,139672.0,0.792,0.0,0.155,-4.021,0.0523,122.062,0.507,10.0,4.0
495,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),0.234,0.767,171375.0,0.481,0.0,0.269,-8.52,0.0803,150.076,0.761,0.0,4.0
496,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.075,0.696,216409.0,0.817,0.0,0.187,-3.862,0.109,98.064,0.782,1.0,4.0
497,4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),0.105,0.738,192921.0,0.85,0.0,0.23,-3.049,0.0642,98.013,0.865,8.0,4.0
498,6FvSS3Goz7OC8oCC2eWqe8,Jalebi Baby (Tesher x Jason Derulo),0.0289,0.691,169154.0,0.829,0.0,0.254,-7.179,0.0412,93.059,0.866,0.0,4.0
499,6Yv6HKt3i62npobME60tAS,Hit The Rai Floor (feat. Big Ali & Cheb Akil),0.321,0.687,225627.0,0.884,0.0,0.19,-4.608,0.0541,126.049,0.812,2.0,4.0
500,2fANKpHqnRTIOvaBVELpav,Summer Jam - Video Edit,0.0828,0.747,182657.0,0.716,7.59e-06,0.0773,-5.152,0.0308,128.001,0.849,1.0,4.0
501,7zL9xrz5krsuC6qVNluQQw,It's Like That,0.0901,0.8,203360.0,0.633,0.0,0.0315,-4.875,0.0514,95.953,0.836,8.0,4.0
502,1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,0.0353,0.664,197933.0,0.714,8.42e-06,0.0843,-6.645,0.111,101.969,0.71,7.0,4.0
503,6JLcz9UGiVxAmEZXlCucn5,Wobble,0.402,0.855,321987.0,0.746,0.0,0.146,-3.777,0.232,95.026,0.375,3.0,4.0
504,07Tx168RSsUS1HqkDIOZbH,Cupid Shuffle,0.191,0.785,231360.0,0.582,0.0,0.2,-4.877,0.237,71.774,0.861,5.0,4.0
505,0kIHfcHGFGm5xb0dSlKEdp,Hood Go Crazy,0.00714,0.912,225040.0,0.644,0.0,0.107,-6.63,0.288,95.999,0.492,11.0,4.0
506,2cZ5ACJfBj2uAXARdHpjAW,The Anthem,0.00459,0.793,245055.0,0.781,1.68e-06,0.0846,-4.277,0.186,123.996,0.883,10.0,4.0
507,1V4jC0vJ5525lEF1bFgPX2,Shots,0.00851,0.825,222133.0,0.856,1.4e-06,0.127,-1.912,0.0476,128.016,0.207,1.0,4.0
508,0Qn0i8df7Q76ej3RAXAtI2,Rock This Party - Everybody Dance Now,0.0714,0.893,245467.0,0.823,0.0,0.0509,-3.708,0.122,128.009,0.902,5.0,4.0
