,track.uri,track.name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature
153,5EJm8yCF0lsuhcCueq835G,In A Dream - 1:00AM Mix,0.000297,0.682,263933.0,0.768,0.129,0.198,-9.349,0.0322,130.046,0.923,9.0,4.0
154,5VYTKiOnHw4iTrB9pG3yum,Unbelievable,0.000339,0.636,209813.0,0.848,0.0402,0.141,-6.854,0.0362,104.073,0.934,1.0,4.0
155,0bAUF6hZiAx9KybTrhaiVK,Missing - Todd Terry Club Mix,0.00318,0.651,228773.0,0.912,0.00224,0.783,-5.855,0.0362,126.015,0.305,9.0,4.0
156,2IHaGyfxNoFPLJnaEg4GTs,"What Is Love - 7"" Mix",0.0222,0.683,270373.0,0.772,0.0149,0.203,-7.907,0.0311,123.871,0.737,7.0,4.0
157,2QLEN3RVunMas7j0PHjeAT,C'mon N' Ride It (The Train),0.0913,0.843,451440.0,0.959,0.0,0.408,-4.933,0.0914,135.988,0.923,6.0,4.0
158,6YX75Ps2XsWn9dOzwbqmNV,This Is Your Night,0.0714,0.674,238160.0,0.908,0.000104,0.121,-3.262,0.0325,127.985,0.861,9.0,4.0
159,3zg4stPJlbNSBPA8HJzLZA,Boom Boom Boom (Radio Version),0.0523,0.723,201893.0,0.857,2.66e-05,0.149,-9.989,0.241,129.87,0.642,7.0,4.0
160,0oksV4blK63iagpfT227PL,Tonight Is The Night - Le Click - Dance Mix -,0.000171,0.811,389840.0,0.769,0.0011,0.25,-5.837,0.0399,133.627,0.595,7.0,4.0
161,0xdFJkARYp9VZ2vfdNxkYX,Jellyhead,0.0185,0.681,262600.0,0.968,0.478,0.0477,-6.64,0.0393,136.986,0.965,2.0,4.0
162,66X03EIfE1zm99rd4SfL71,100% Pure Love,0.0923,0.811,280467.0,0.697,0.0144,0.0784,-8.019,0.0502,120.242,0.712,8.0,4.0
163,2He3NOyqtLNE3RQPpeDdSb,Groove Is in the Heart,0.0153,0.694,231787.0,0.881,0.0196,0.0851,-4.053,0.0701,121.554,0.924,1.0,4.0
164,5hWdgGVcfTeLPAiHM6EZG9,Good Vibrations,0.00189,0.711,269307.0,0.951,0.366,0.0229,-8.406,0.0537,121.656,0.903,1.0,4.0
165,3pEuO9J2MTEmec8kUfYYvl,Another Night,0.0908,0.813,236933.0,0.882,0.00457,0.147,-7.575,0.0402,125.983,0.874,7.0,4.0
166,7eheoW4hxrH51ww2QePVwF,Gonna Make You Sweat (Everybody Dance Now),0.000851,0.557,244093.0,0.798,0.675,0.183,-7.405,0.0935,112.187,0.794,6.0,4.0
167,3vSn1frPgFcRXrjWOfhMLl,Be My Lover,0.00283,0.658,240867.0,0.963,2.38e-06,0.951,-3.283,0.0326,134.798,0.793,1.0,4.0
168,5IPJsGFKtxKDPCkT8lhEjN,The Rhythm of the Night,0.000235,0.688,264307.0,0.782,0.666,0.0955,-12.291,0.034,127.822,0.77,5.0,4.0
169,6wBMTv8yTiNh50fqTkT0JC,Everybody Everybody,0.00363,0.712,247002.0,0.785,6.95e-06,0.0878,-6.418,0.0386,117.643,0.975,5.0,4.0
170,22HhMuTmOYS2WWDfkVhGUf,Free - Mood II Swing Radio Edit,0.00389,0.755,233293.0,0.914,0.000161,0.0371,-6.096,0.0371,124.97,0.736,8.0,4.0
171,6gPyYTj6G3QkF8ccJuH0LI,Original Mix,0.287,0.715,222173.0,0.936,1.29e-05,0.0719,-3.51,0.0479,124.25,0.62,9.0,4.0
172,0JXXm3RqxU8EKzX4P8M0n3,More And More - Single Version,0.225,0.661,253573.0,0.847,0.835,0.0863,-11.855,0.0349,125.862,0.71,7.0,4.0
173,70xnPuGvdz7HZRNLYGM0Kz,Give It Up (Revised Mix),0.000605,0.596,316752.0,0.479,0.909,0.191,-7.024,0.0981,127.996,0.0555,1.0,4.0
174,4EO7E6OTT3FvYt8ORWLuSH,3 A.M. Eternal,0.000978,0.626,203246.0,0.876,0.0868,0.963,-11.31,0.0565,119.4,0.711,10.0,4.0
175,0tWafhSMBKXG1xcz6OPDNx,Jump!,0.0027,0.521,235360.0,0.765,0.0419,0.33,-14.367,0.0912,135.025,0.0924,0.0,4.0
176,7voHUmPNDuYZ1SW1mwRu26,No Limit,0.00872,0.65,224221.0,0.985,0.00422,0.0485,-14.404,0.0445,141.047,0.757,5.0,4.0
177,78ePMYOtObETLaxVEVizXl,Twilight Zone,0.0631,0.709,246675.0,0.907,0.00186,0.138,-12.405,0.0452,127.9,0.746,6.0,4.0
178,00309sp8DDeN07RtAyBKIX,Workaholic,0.000704,0.57,251646.0,0.881,0.19,0.334,-12.808,0.0483,128.91,0.623,7.0,4.0
179,0o71f1DOh7q10QmMjAa41a,Knockin - First Radio Mix,0.0132,0.785,326467.0,0.815,0.36,0.203,-9.09,0.0642,139.924,0.646,8.0,4.0
180,0yT3JBkQzJNaS2mCXSPI8Z,I Can't Go for That (No Can Do),0.0213,0.873,309267.0,0.373,2.43e-05,0.0497,-12.685,0.0464,110.67,0.972,0.0,4.0
181,2mOrxVrZi9PAs1arR9ifnt,Culo Miami Mix,0.107,0.967,249480.0,0.639,0.0,0.0959,-6.42,0.192,119.895,0.965,11.0,4.0
182,2UKkLqST2xWpK8n1b0Xr5Z,Return To Innocence,0.119,0.476,255467.0,0.584,0.0,0.274,-12.357,0.038,88.026,0.417,10.0,4.0
183,57h06SZNL6LJ3YKZ1UGCeu,Sadeness,0.0928,0.588,255533.0,0.644,0.0472,0.092,-9.547,0.0338,95.647,0.49,7.0,4.0
184,1RSy7B2vfPi84N80QJ6frX,Blue Monday - 2016 Remaster,0.000726,0.793,450800.0,0.703,0.88,0.075,-9.548,0.0581,130.27,0.856,0.0,4.0
185,3GXAAgzvRuEiyiPGGUD1e1,"So Fresh, So Clean - Radio Mix",0.0183,0.734,239933.0,0.622,1.5e-05,0.0974,-8.356,0.258,165.971,0.94,5.0,3.0
186,4zFyMSopXqcKWUbwVkC0vd,Freek-a-Leek,0.0751,0.762,235187.0,0.652,0.0,0.359,-4.49,0.225,104.965,0.664,5.0,4.0
187,18UhvUi9FjHtoTgnqX7kbl,Drop It Like It's Hot,0.168,0.909,266067.0,0.553,0.0,0.104,-4.626,0.234,92.005,0.64,1.0,4.0
188,5CSossBRgqQUcBJGkI9H8S,Get Low,0.022,0.78,324600.0,0.604,0.0,0.194,-8.019,0.0396,101.043,0.12,1.0,4.0
189,2RPl2HMZE0ycVf1UdlpUkA,Blow the Whistle,0.00399,0.92,163133.0,0.635,0.0,0.149,-5.618,0.309,99.972,0.545,8.0,4.0
190,5Mcvgt2GbxxCp6cz3Kfjey,In Da Club,0.325,0.906,193467.0,0.663,0.0,0.0883,-3.955,0.355,90.042,0.847,11.0,4.0
191,6NOLpi1u8a1LmuQo1qWj2A,Money Maker - (Edited),0.123,0.471,230480.0,0.597,0.0,0.444,-7.072,0.292,83.722,0.58,1.0,4.0
192,3hpUL1gDZWiz8k4DtYhZsS,Hot In Herre,0.204,0.964,228333.0,0.727,0.0,0.0638,-4.441,0.121,107.067,0.913,2.0,4.0
193,43PBE5b3RJgwfi1i9xKtEs,Gold Digger,0.0144,0.686,207627.0,0.672,0.0,0.0653,-6.069,0.338,92.472,0.625,1.0,4.0
194,7aSu6LKuIJDUOqb7aBQlBj,Stand Up,0.413,0.798,213960.0,0.817,0.0,0.114,-4.889,0.345,99.261,0.82,10.0,4.0
195,6SzU93bVdZ3nDztroeWcng,21 Questions,0.346,0.604,224400.0,0.81,0.000143,0.0486,-4.1,0.307,92.099,0.911,6.0,4.0
196,734ZSjvlOHj65eiWiLMh6a,Beautiful,0.272,0.891,299093.0,0.746,0.0,0.104,-4.71,0.134,101.007,0.962,11.0,4.0
197,0AU0VWpaoihPEvxly76JVf,Ms. Jackson - Radio Mix,0.144,0.832,270493.0,0.791,0.0,0.0702,-5.997,0.288,95.007,0.602,4.0,4.0
198,79HOQuvfM2rBOlbCHfNuPb,P.I.M.P.,0.0346,0.66,249400.0,0.733,0.000191,0.0388,-3.315,0.35,79.772,0.871,10.0,4.0
199,0C2lRyKTq9vZrO3B3Vzk71,I Just Wanna Love U (Give It 2 Me),0.272,0.812,226800.0,0.957,3.89e-06,0.0292,-2.755,0.244,98.862,0.779,11.0,4.0
200,777Zkh39vKvy1dA0npFTU3,Back That Azz Up,0.0177,0.902,265600.0,0.71,0.0,0.0946,-6.871,0.162,95.831,0.535,7.0,4.0
201,70Wb2xKOAOte8iNkBpezQs,No Hands (feat. Roscoe Dash and Wale),0.00419,0.668,263467.0,0.651,0.0,0.314,-5.407,0.0345,131.507,0.342,1.0,4.0
202,4S7YMreltxQSetnI1yLfOP,Ayy Ladies (feat. Tyga),0.0966,0.905,213160.0,0.783,0.0,0.0403,-3.607,0.156,96.042,0.804,10.0,4.0
203,0LeNH0ywd7M2nDJFKtyEVr,Rodeo,0.0157,0.669,237960.0,0.584,0.0,0.07,-7.546,0.161,157.229,0.673,6.0,1.0
204,3GKL13lkM5nRc4zC1lIOrR,Still Not a Player - Radio Version,0.203,0.9,236800.0,0.619,0.00156,0.0647,-6.518,0.312,94.121,0.864,4.0,4.0
205,22Iv528hInSnHFjWYSVnq8,"Baby, I'm Back",0.0484,0.901,219973.0,0.371,0.0,0.0978,-5.492,0.108,100.014,0.752,9.0,4.0
206,6Nq5lE0CeOAAAqN4qhkbZU,Suga Suga,0.688,0.662,239027.0,0.748,8.43e-06,0.0841,-3.041,0.268,82.331,0.535,5.0,4.0
207,4D2cYdHqk8tu65jUig4OcN,Can't Believe It (feat. Lil' Wayne),0.0018,0.649,273827.0,0.515,0.0,0.0773,-8.869,0.0486,89.828,0.0766,10.0,4.0
208,6M330EPRCVdZU6Sk5A0OF0,Say I Yi Yi,0.00382,0.6,238686.0,0.602,0.0,0.382,-9.748,0.218,193.995,0.612,11.0,4.0
209,2fQ6sBFWaLv2Gxos4igHLy,Say Aah (feat. Fabolous),0.00453,0.724,207547.0,0.87,0.0,0.833,-3.614,0.113,93.01,0.81,1.0,4.0
210,5gflgO9EPbIBf16n5TKnQS,Yo Voy (feat. Daddy Yankee),0.041,0.808,232020.0,0.697,0.0,0.0546,-5.899,0.241,95.06,0.554,10.0,4.0
211,6mCVntXCdaFcV9gkmAqkWW,Bring It Back,0.143,0.941,216333.0,0.719,0.0,0.0963,-4.822,0.0706,98.011,0.531,2.0,4.0
212,2eSJflipjhSKLExuSwuFrO,What's Luv? (feat. Ashanti),0.0142,0.829,230400.0,0.688,2.05e-06,0.0461,-7.652,0.0978,93.857,0.869,8.0,4.0
213,0Tz7WjYy8ZBQ3nsCJVXSqf,Right Thurr,0.155,0.87,250667.0,0.758,0.0,0.0534,-3.977,0.252,92.082,0.856,2.0,4.0
214,1Epb6Kfe3GTgKrrWs1Y4Wy,Badd,0.0339,0.585,225187.0,0.697,0.0,0.255,-6.126,0.357,133.177,0.402,1.0,5.0
215,06cQPGrmqvyfoUp1fHZ7xW,Toot It And Boot It - Edited Version,0.135,0.802,242800.0,0.553,0.0,0.106,-9.277,0.145,94.955,0.355,7.0,4.0
216,2eihCwBzshdVDSHtpDbKEN,Yiken (Certified),0.365,0.815,199103.0,0.59,0.000516,0.256,-7.783,0.0538,102.046,0.542,7.0,4.0
217,7n2Dqgp4iXd8Zorfj9XSYo,Donk,0.0197,0.926,192907.0,0.863,0.0,0.0484,-3.391,0.269,92.522,0.779,0.0,4.0
218,1sBtEhGRIb8DLIJ6Iakvy4,Gas Pedal,0.283,0.869,209867.0,0.539,0.0,0.119,-6.708,0.0857,97.481,0.505,1.0,4.0
219,6ST8fTROrYNpVYT0eIiscP,Up Down (Do This All Day) (feat. B.o.B),0.242,0.776,230987.0,0.533,0.0,0.181,-5.513,0.0581,97.004,0.444,5.0,4.0
220,7znYx2SB5djRC3RtgkwUpR,She Twerkin,0.000426,0.843,170933.0,0.748,0.0,0.106,-3.924,0.052,142.015,0.364,6.0,4.0
221,4dRVShTy2Tjwga0h8GuKcT,The Potion,0.863,0.718,235227.0,0.658,7.01e-05,0.106,-6.012,0.402,98.551,0.522,0.0,4.0
222,5ra5c4NPCA4szK6hBbMs4u,Drop (feat. Fatman Scoop),0.46,0.958,360693.0,0.562,0.0,0.779,-10.408,0.217,117.013,0.857,3.0,4.0
223,5z10z9Q1jbBGmxY7fC5plq,Best Friend,0.406,0.765,251547.0,0.611,0.0,0.0972,-4.554,0.291,90.691,0.641,10.0,4.0
224,7l1miGs1tFnzxwWKYwceZY,Izzo (H.O.V.A.),0.0185,0.638,240627.0,0.831,0.000164,0.0769,-4.201,0.342,85.314,0.754,6.0,4.0
225,1DpVTrPL1QsbSDqdBHw0Pg,Air Force Ones,0.085,0.786,304427.0,0.435,0.0,0.0822,-10.882,0.299,164.088,0.644,4.0,4.0
226,4YAtIop3U0HsJ7jE94BCmX,All The Way Turnt Up,0.000889,0.512,293720.0,0.965,0.0,0.264,-2.862,0.0842,132.007,0.743,11.0,4.0
227,0pppIiLS63LpmagU1nizBq,Grove St. Party (feat. Kebo Gotti),0.117,0.715,250427.0,0.697,0.0,0.337,-4.837,0.113,140.001,0.759,10.0,4.0
228,3wKKkGVn7cVSfgPeYYIiXG,Kiss Kiss (feat. T-Pain),0.0506,0.729,250667.0,0.658,0.0,0.0693,-3.386,0.225,140.043,0.551,10.0,3.0
229,04GRz5WkRVmPSGuZFJnuma,Hate It Or Love It,0.127,0.792,206440.0,0.807,0.0,0.138,-4.439,0.191,99.966,0.42,9.0,4.0
230,1Kp4JGkQqP9woeGtB3IeWx,I Luv Your Girl - Remix (Edited),0.00676,0.699,264307.0,0.34,0.0,0.053,-10.032,0.0339,89.974,0.0541,8.0,4.0
231,0DLOyyQvwPTSDKuhpzMMwA,I'm Sprung,0.0948,0.728,231040.0,0.327,0.0,0.103,-11.596,0.0999,100.0,0.195,0.0,4.0
232,7dTWoWDSc1gQA0BpJXKBBQ,Mrs. Officer - Album Version (Edited),0.213,0.92,287200.0,0.555,0.0,0.078,-5.053,0.187,111.987,0.928,6.0,5.0
233,1RGIjMFMgJxkZHMDXVYzOJ,Bartender (feat. Akon),0.0564,0.832,238800.0,0.391,0.0,0.224,-8.504,0.0628,104.961,0.436,8.0,4.0
234,2veAjMS3fbCnQad21buZcf,Here I Am - Album Version (Edited),0.16,0.748,209547.0,0.716,0.0,0.0744,-5.995,0.123,109.761,0.485,10.0,4.0
235,6RlehUBvagbFzhADlLh5W3,Shawty (feat. T-Pain),0.0765,0.401,255413.0,0.682,0.0,0.0779,-5.66,0.137,158.014,0.259,4.0,4.0
236,2E2U9m4MPBq1CUXVfFfhti,Slow Motion,0.543,0.715,248200.0,0.731,0.0,0.0689,-4.948,0.323,173.005,0.903,8.0,4.0
237,4SVLlDIeY6w5axpMVhy0qH,Magic Stick,0.123,0.861,334773.0,0.488,0.000105,0.299,-7.892,0.272,92.968,0.562,9.0,4.0
238,4T90fwS4tw1Qlxige4a9mK,Lollipop - Album Version (Edited),0.0455,0.843,247467.0,0.427,0.00314,0.133,-9.619,0.167,148.062,0.562,0.0,4.0
239,7oAZVxmRCVFanxK7tk16vv,Bring Em Out,0.0432,0.764,217600.0,0.875,0.0,0.236,-4.27,0.273,98.565,0.573,11.0,4.0
240,2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,0.0185,0.758,193387.0,0.712,0.0,0.0677,-3.781,0.112,149.998,0.795,7.0,4.0
241,5wzxzjEwfITwFSOve1usTV,Shawty Is Da Sh*! - Album Version Edited,0.104,0.783,262760.0,0.489,0.0,0.103,-5.169,0.0534,75.883,0.378,7.0,4.0
242,6hT7jL1KmDyCxWOhuzF0lA,Superman,0.015,0.796,350067.0,0.759,0.0,0.278,-3.428,0.047,130.004,0.561,4.0,4.0
243,6J6uA4t4EwREnQxuZo8Sha,Shake It Fast - Cleaner Radio Edit,0.133,0.931,254733.0,0.619,8.31e-06,0.033,-6.961,0.292,98.05,0.645,7.0,4.0
244,7aXXjA800sXYKpM8D9pCVT,Tell Me,0.0901,0.693,278800.0,0.88,0.0,0.211,-3.228,0.0661,88.088,0.397,11.0,4.0
245,3jEqrIfwKO0M8ALu3TGilF,Like You (feat. Ciara),0.0465,0.714,205840.0,0.6,0.0,0.0646,-8.365,0.0876,82.017,0.504,6.0,4.0
246,6o2g1BJvtYQssH84kBYs7y,Back That Azz Up,0.0155,0.874,265600.0,0.714,0.0,0.0968,-6.664,0.129,95.826,0.541,7.0,4.0
247,5FLDJFFHzXkjrkpMSr6amv,Get Silly - Radio Edit,0.0808,0.844,228533.0,0.842,0.0,0.0637,-3.973,0.34,75.006,0.656,5.0,4.0
248,5KQbGJHZvvvxgsTfmJtNtX,My Chick Bad,0.164,0.687,216867.0,0.712,0.0,0.434,-6.89,0.364,84.897,0.723,0.0,4.0
249,7dbJh6sbJqgaxI3Bdax4qu,15th and the 1st (feat. YG Hootie),0.0427,0.837,233387.0,0.656,0.0,0.115,-4.32,0.322,140.113,0.401,11.0,4.0
250,27mhCGdAA8gM7b33KIiB3k,Cyclone (feat. T-Pain),0.0102,0.641,222027.0,0.72,0.0,0.154,-4.326,0.0552,77.969,0.578,11.0,4.0
251,1Q1jlFs004vwB0DOznii3K,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),0.0112,0.691,230853.0,0.543,0.0,0.098,-8.161,0.143,80.047,0.587,1.0,4.0
252,4KsRhsifjqKgnfQHVIgJke,Hard in Da Paint,0.204,0.62,243053.0,0.657,0.0,0.292,-6.055,0.148,142.996,0.58,3.0,3.0
253,1djfwy9FvafpK4KhznjjeI,We Ready,0.072,0.756,232480.0,0.532,0.0,0.0579,-6.508,0.0934,149.975,0.869,6.0,4.0
254,4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",0.179,0.568,258667.0,0.732,4.92e-06,0.401,-4.896,0.103,186.048,0.626,11.0,4.0
255,2ndijl7rjAD2quL0r1Wm2h,Xxplosive - Album Version (Edited),0.169,0.767,169973.0,0.867,0.000877,0.136,-5.663,0.0624,168.891,0.938,1.0,4.0
256,4fVr2s8q66lmocuFBB6pHg,Pimpin' All Over The World,0.261,0.704,329720.0,0.883,0.0,0.114,-3.894,0.246,92.317,0.762,11.0,4.0
257,6fju5NbZznZRZDfP7mpZ56,Girl's Around The World - Radio Version,0.0288,0.727,229800.0,0.831,0.00038,0.145,-8.699,0.126,97.6,0.579,7.0,4.0
258,7g7o2dAUn0Dz4h4CLeJSxh,It's Goin' Down (feat. Nitti),0.0569,0.883,241827.0,0.571,0.0,0.126,-8.411,0.0622,83.989,0.628,11.0,4.0
259,3FaUH7ZMjW1hv9Jx6MIAIf,Sunshine (feat. Lea),0.0218,0.845,225187.0,0.346,0.0,0.135,-9.381,0.106,93.989,0.819,0.0,4.0
260,0Uhnzk5zI46IRlQ04LNOtc,Hey Ma,0.0256,0.791,232533.0,0.666,6.33e-06,0.0796,-5.484,0.341,90.345,0.938,8.0,4.0
261,4AcScHuxr9xAqqyxxTMAhu,Best I Ever Had,0.203,0.441,257680.0,0.929,0.0,0.165,-2.199,0.337,162.395,0.546,5.0,4.0
262,5pVFgzacZ4gM3iOFcFxasz,What Up Gangsta - Album Version (Edited),0.00183,0.698,179493.0,0.749,0.0,0.103,-2.727,0.0353,82.509,0.278,6.0,4.0
263,41NERW1yvffM0xQknvhKmy,Dangerous - Album Version (Edited),0.00391,0.957,246080.0,0.785,0.0,0.1,-6.291,0.0729,117.017,0.804,8.0,4.0
264,0tDQlF2t00FEAlizuaHpbO,Through The Wire,0.00861,0.591,221227.0,0.745,7.05e-06,0.161,-6.112,0.217,82.999,0.656,7.0,4.0
265,4XtBHziZZRjtv8bRZwWqsN,Smack That,0.338,0.94,212347.0,0.753,0.0,0.0997,-5.183,0.0473,118.988,0.953,5.0,4.0
266,5QTWAj4eiLac88p9y9Zp0F,Still Tippin' (feat. Slim Thug and Paul Wall),0.0238,0.871,214893.0,0.713,0.00069,0.109,-8.731,0.308,143.201,0.914,6.0,4.0
267,6ls5ulRydoPE7oWGPGBqFA,Lonely,0.307,0.633,235067.0,0.529,0.0,0.342,-7.85,0.0339,90.08,0.578,5.0,4.0
268,2cxbxpHrND6i4uvUGVvC9J,Just a Friend 2002 - Radio Edit,0.00541,0.538,214200.0,0.677,0.0,0.236,-6.099,0.187,132.346,0.913,0.0,5.0
269,3ClTgDPEFvwQnuDGZXerRV,All I Have (feat. LL Cool J) - Radio Edit,0.233,0.712,238093.0,0.675,0.0,0.132,-5.36,0.121,83.074,0.46,1.0,4.0
270,3XKIUb7HzIF1Vu9usunMzc,Maria Maria,0.0406,0.777,261973.0,0.601,0.00201,0.0348,-5.931,0.126,97.911,0.68,2.0,4.0
271,2IyL2CyHoenwQLds5jSuqK,Body On Me,0.0851,0.66,200720.0,0.623,0.0,0.0841,-7.321,0.152,179.986,0.736,7.0,4.0
272,6DbqCKweKwVkHgRv1CI53D,"Pop, Lock & Drop It - Video Edit",0.00308,0.723,261027.0,0.644,0.0,0.352,-6.863,0.222,144.09,0.645,11.0,4.0
273,4xwRtK6tfMp4yZwcDvY0gT,Between Me & You,0.0202,0.818,250173.0,0.883,0.000767,0.243,-4.547,0.0695,93.67,0.405,0.0,4.0
274,07m6LTGN2hYT8EpZIi5Qzl,Locked Up,0.0231,0.833,235333.0,0.564,0.0,0.106,-4.955,0.0771,89.999,0.405,7.0,4.0
275,7MTPoaLvTBj4zv3g2w4jmS,Lean Back - Edit,0.0961,0.703,253933.0,0.917,0.0,0.0379,-3.485,0.543,126.417,0.692,1.0,5.0
276,4LiJE6pqgsTX3FtukW6bNh,Release Me,0.00645,0.621,256213.0,0.923,7.28e-05,0.108,-3.124,0.0321,127.973,0.716,2.0,4.0
277,7xXSaVgEvUrV1GCc3oO8HC,The Spirit of the Hawk,0.0181,0.655,237693.0,0.997,0.0574,0.324,-2.643,0.0367,121.053,0.924,6.0,4.0
278,1X7654uBsdVKnZAqyIJT7y,Herz an Herz,8.04e-05,0.51,227040.0,0.962,0.203,0.339,-6.268,0.0537,180.375,0.38,5.0,4.0
279,2ahnofp2LbBWDXcJbMaSTu,"What Is Love - 7"" Mix",0.0222,0.683,270373.0,0.772,0.0149,0.203,-7.907,0.0311,123.871,0.737,7.0,4.0
280,2L5FEDC0MU2a6OEkLjByEd,Captain Jack - Short Mix,0.0726,0.667,248533.0,0.999,4.16e-05,0.238,-4.375,0.0828,149.875,0.566,1.0,4.0
281,3jd4ya9vCwExxTVOjPcqsf,Die Eine 2005,0.0513,0.818,206560.0,0.564,0.0,0.0672,-6.312,0.186,95.023,0.535,2.0,4.0
282,3y8KDRh8WjpOld0q6rPba1,Boten Anna - Club Remix,0.0126,0.443,275600.0,0.943,0.00152,0.352,-7.291,0.173,105.427,0.523,7.0,3.0
283,0ztClGwQQ9KftOO7JFcWrb,There Is a Party,0.242,0.672,252693.0,0.875,0.000902,0.267,-6.943,0.0412,99.993,0.896,10.0,4.0
284,6e40mgJiCid5HRAGrbpGA6,I Want It That Way,0.216,0.689,213600.0,0.702,0.0,0.159,-5.642,0.0261,99.031,0.484,6.0,4.0
285,5N6M8yDiMV32T6Rkzh8EbW,"Boom, Boom, Boom, Boom!!",0.0117,0.801,202583.0,0.948,0.457,0.025,-4.623,0.0386,138.489,0.968,11.0,4.0
286,4ih3dyFZoeTdaeJW9mPbOI,Mr. Vain - Original Radio Edit,0.0726,0.703,257467.0,0.997,0.0235,0.123,-7.666,0.0399,132.872,0.391,9.0,4.0
287,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,0.101,0.768,173027.0,0.864,0.0,0.162,-6.145,0.0324,110.008,0.891,11.0,4.0
288,1btqbebzIS2IK0QkRUpShJ,Get Down (You're the One for Me) - LP Edit No Rap,0.073,0.776,230733.0,0.944,0.0,0.0866,-4.854,0.0404,113.012,0.757,8.0,4.0
289,6sbXGUn9V9ZaLwLdOfpKRE,Larger Than Life,0.11,0.661,232827.0,0.973,1.74e-05,0.617,-2.994,0.037,108.037,0.75,0.0,4.0
290,01kVVoJQuWVqaOvRgRztJD,Sing Hallelujah!,0.00136,0.759,240933.0,0.822,0.0171,0.131,-7.268,0.0367,124.713,0.94,5.0,4.0
291,7CKbqqrs0AS1si1ZgaQdcj,Angels,0.163,0.431,265333.0,0.59,1.11e-05,0.0981,-6.362,0.0284,150.193,0.257,4.0,4.0
292,0pXhsuk0u7vzOtBYdFkaAs,Freedom,0.00764,0.631,236693.0,0.85,0.0155,0.324,-6.806,0.0436,140.017,0.512,0.0,4.0
293,0UQhKr79tTjADwLHb77CwE,Pray,0.189,0.672,232040.0,0.903,6.14e-05,0.374,-6.534,0.0484,138.021,0.713,8.0,4.0
294,59VRFpPnC8pOhIH2WCWXF9,Saturday Night - Radio Mix,0.0449,0.728,247406.0,0.784,0.0918,0.0964,-11.776,0.0379,129.981,0.964,11.0,4.0
295,4RADreHMvMkZwsPgPr9z5c,"Rhythm Is A Dancer - 7"" Edit",0.273,0.794,225882.0,0.745,0.000414,0.143,-11.367,0.037,124.249,0.706,9.0,4.0
296,5ZrDlcxIDZyjOzHdYW1ydr,Barbie Girl,0.0167,0.812,197960.0,0.879,0.224,0.366,-10.998,0.0397,129.991,0.962,1.0,4.0
297,1nRwyxNsqCLeA17qR8Nfxx,Quit Playing Games (With My Heart),0.0615,0.8,233533.0,0.875,2.79e-06,0.13,-4.952,0.0338,100.033,0.882,11.0,4.0
298,3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,0.202,0.759,211067.0,0.699,0.000131,0.443,-5.745,0.0307,92.96,0.907,0.0,4.0
299,1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,0.00456,0.867,257360.0,0.517,0.000339,0.0864,-13.222,0.0875,133.148,0.866,11.0,4.0
300,1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,0.00516,0.877,272080.0,0.637,2.5e-06,0.0959,-3.493,0.101,119.988,0.569,1.0,4.0
301,1H5VQuShs4qfwBXyHF0PeH,Narcotic - Radio Edit,0.000876,0.617,236150.0,0.607,0.0701,0.0918,-7.015,0.0231,102.068,0.446,1.0,4.0
302,0Jg602cHeMCnPez9baacIe,Cotton Eye Joe,0.0124,0.738,193827.0,0.937,0.00206,0.0338,-7.788,0.0668,131.994,0.614,9.0,4.0
303,2df5QsXucx4VLiHNGusXD5,Macarena - Bayside Boys Remix,0.237,0.737,253107.0,0.93,1.57e-06,0.0911,-6.083,0.0534,103.191,0.965,1.0,4.0
304,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,0.00547,0.798,211213.0,0.625,7.98e-05,0.103,-9.689,0.0548,93.764,0.858,11.0,4.0
305,67T6l4q3zVjC5nZZPXByU8,Whatcha Say,0.0444,0.615,221253.0,0.711,0.0,0.145,-5.507,0.0779,144.036,0.711,11.0,4.0
306,3RM5RpRDDdST1njqOMG141,Monsta,0.179,0.843,196120.0,0.8,0.0,0.118,-4.061,0.0336,133.026,0.961,1.0,4.0
307,4nnHlGaBwJHb1rBetqj0Yl,Dragostea Din Tei,0.161,0.812,213920.0,0.968,0.0,0.0661,-3.758,0.0421,130.093,0.706,0.0,4.0
308,7M2wk27EePpYr9TH3uZY1r,Somebody Dance with Me,0.149,0.689,209014.0,0.878,5.7e-06,0.147,-8.052,0.0378,128.033,0.809,6.0,4.0
309,623rRTKwGmgjH6sjE9uWLh,Scatman (ski-ba-bop-ba-dop-bop),0.0662,0.65,215973.0,0.82,0.00272,0.215,-10.9,0.0356,135.982,0.757,5.0,4.0
310,2YsSQIQjeMbqk7RLTQg7u9,Boomerang,0.0143,0.512,228333.0,0.971,0.152,0.146,-4.804,0.0506,182.028,0.741,5.0,4.0
