track.uri,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature,club_compatible
5F9wlIWksl3hWRLIJ9lSLN,0.000934,0.502,253507.0,0.813,3.11e-05,0.261,-6.585,0.0286,105.372,0.692,0.0,4.0,no
2iLe3sm6VwVdSmNb0CF6dJ,0.327,0.481,267960.0,0.821,0.0,0.772,-5.129,0.0364,82.994,0.288,5.0,4.0,no
5odNjZ0NF0490YbNeFHvSM,0.0257,0.742,326467.0,0.594,0.00714,0.0954,-8.58,0.0366,128.006,0.482,9.0,4.0,no
0OBESh6W7k8FVMLozfs7CB,0.001,0.636,222067.0,0.874,0.406,0.102,-3.505,0.0389,117.93,0.713,10.0,4.0,no
2R7C9dDqv1UPycvepBFziA,0.0268,0.582,275960.0,0.765,1.95e-06,0.103,-3.648,0.0324,131.982,0.559,7.0,4.0,no
5bJ3imTI0ErWNsFWEgi5F8,0.0264,0.588,208027.0,0.749,0.0,0.139,-7.621,0.035,129.959,0.248,0.0,4.0,no
4lO2ZDrBHAE2Nt0MghQ0TE,0.127,0.653,193973.0,0.855,0.398,0.451,-7.598,0.324,127.575,0.579,3.0,4.0,no
3uELe89mJsExOpUOp7Gtzj,0.846,0.3,185880.0,0.449,2.88e-05,0.77,-6.694,0.0296,130.095,0.101,1.0,4.0,no
2Z4UBSEZoPvjWOI7V1LKuz,9.92e-05,0.635,206250.0,0.912,0.191,0.0789,-6.189,0.0371,128.013,0.881,0.0,4.0,no
3b2Sv4ajO7d7rXIOHLhTLS,0.0484,0.617,226027.0,0.969,5.09e-05,0.951,-5.399,0.0687,122.02,0.461,8.0,4.0,no
3E7ZwUMJFqpsDOJzEkBrQ7,0.0263,0.766,230640.0,0.563,0.683,0.115,-7.516,0.0339,126.007,0.964,9.0,4.0,no
0Om9WAB5RS09L80DyOfTNa,0.575,0.58,232107.0,0.491,0.0,0.121,-6.462,0.0251,76.009,0.425,0.0,4.0,no
1pY1a9Fo733TW46r027Khx,0.224,0.82,166324.0,0.882,0.0374,0.129,-6.95,0.0382,135.999,0.935,9.0,4.0,no
2tLbE0bYuG2Nf4tl8dKlNy,0.00378,0.597,212973.0,0.87,0.32,0.335,-6.058,0.0279,129.947,0.563,0.0,4.0,no
0QGxCXG1CIKfzGi7EKya43,0.0236,0.504,197718.0,0.941,0.0,0.105,-5.539,0.341,130.063,0.388,3.0,4.0,no
2dGeum1TFTjMA2IsQFZvbg,0.103,0.711,185880.0,0.739,1.16e-05,0.356,-6.13,0.0748,127.938,0.456,8.0,4.0,no
6K0CJLVXqbGMeJSmJ4ENKK,0.525,0.479,248107.0,0.578,0.0,0.0841,-4.963,0.0294,146.165,0.192,2.0,4.0,no
6FbGlkHKGkYqpSCuBgurn3,0.178,0.615,188000.0,0.913,0.0,0.0773,-5.077,0.0816,129.944,0.45,10.0,4.0,no
4zy1s9GnxWsNzZp1688euA,0.0407,0.891,147480.0,0.809,0.136,0.0743,-5.753,0.0756,126.023,0.967,0.0,4.0,no
26lxGeXwldBZCELoTUp0r6,0.0615,0.647,218128.0,0.977,8.06e-06,0.169,-6.624,0.0406,140.035,0.547,0.0,4.0,no
5MqHbBqicUU0wyXwk7TJR7,0.144,0.662,240707.0,0.813,0.0017,0.207,-7.212,0.0323,128.079,0.767,4.0,4.0,no
55seID3mUhxyAKTmUckN5h,0.56,0.477,247093.0,0.323,0.00233,0.855,-16.042,0.0446,110.754,0.345,11.0,4.0,no
7pt0sG2FysOiL0MK29TLC1,0.0165,0.634,188613.0,0.976,0.0,0.325,-4.12,0.041,127.997,0.891,5.0,4.0,no
0DEIrBJ4kbLpGjJmnVKYTR,0.000932,0.655,386360.0,0.927,0.377,0.259,-3.932,0.0305,129.124,0.797,8.0,4.0,no
2NH93rG8XsQwRUNYntqnW8,0.002,0.64,250556.0,0.931,8.1e-05,0.104,-7.546,0.0831,144.0,0.611,6.0,4.0,no
4RBKAqJ3qyvvriDG0s9IJ3,0.659,0.741,221028.0,0.444,0.0,0.131,-7.031,0.0311,119.006,0.512,2.0,4.0,no
3GHOlErOuVmZRQf1fqAtwB,0.000281,0.614,316178.0,0.978,0.00153,0.0476,-7.423,0.0917,143.975,0.396,5.0,4.0,no
4PFNyRMOSNqvWzDVay2dvk,0.0612,0.526,264267.0,0.84,0.00403,0.206,-7.75,0.057,192.053,0.806,5.0,4.0,no
6NwhtCYkfwWlcR62Ac4E7y,0.536,0.562,375050.0,0.544,0.0,0.17,-5.065,0.369,159.517,0.231,8.0,4.0,no
10lKwm1s9lgkka72X2rlc7,0.00113,0.602,351505.0,0.986,0.316,0.399,-7.308,0.0466,142.006,0.625,11.0,4.0,no
3LzQohpwimlVOzj7hCVYJI,0.00199,0.706,209120.0,0.976,0.000128,0.446,-3.846,0.0303,129.927,0.966,6.0,4.0,no
7rj6GdFYyhFOUPRQlQU8dc,0.0271,0.344,257053.0,0.643,0.0,0.337,-6.274,0.0365,169.992,0.11,1.0,4.0,no
3KDODvuPBcC969OkQyBL2U,0.000318,0.596,325493.0,0.766,0.584,0.0559,-8.977,0.0479,102.866,0.677,1.0,4.0,no
18JKvOJ3cXbGUePQWT3bLW,0.00285,0.599,199427.0,0.721,0.164,0.115,-6.212,0.0382,120.048,0.512,0.0,4.0,no
0oy8en7X9jQKFf0HjDnXwk,0.0531,0.752,205453.0,0.755,0.00239,0.254,-6.243,0.0316,125.982,0.537,0.0,4.0,no
0OEBOJhSObnFuHuasXdt52,0.35,0.687,173133.0,0.361,1.11e-05,0.11,-11.589,0.0792,165.747,0.526,10.0,4.0,no
4gYf2kKjIdfwBZdMVsyzzt,0.509,0.639,258143.0,0.889,0.0,0.886,-4.99,0.0633,111.975,0.555,9.0,4.0,no
37Y3IB9ChZ4nZkc2E72Kxq,0.0106,0.675,238120.0,0.807,0.000245,0.134,-6.945,0.0411,112.052,0.534,6.0,4.0,no
5sQi44U78b4HJT4KgyT1Ub,0.23,0.697,234867.0,0.724,1.17e-06,0.331,-5.975,0.0309,112.98,0.442,9.0,3.0,no
4DRFIoachXrW8YV7Yje0yz,0.0125,0.712,184120.0,0.852,5.38e-06,0.109,-4.825,0.0425,127.006,0.906,9.0,4.0,no
3zQXRh6OEZcaqCFb7WkE8J,0.242,0.468,224027.0,0.534,0.000235,0.059,-7.227,0.0323,73.506,0.448,8.0,4.0,no
3FsGjnnVi70WRUHOmopafn,0.228,0.746,192093.0,0.876,2.71e-05,0.214,-5.431,0.0597,95.984,0.721,9.0,4.0,no
2GrFCMiJcyanN96S9uSBqA,0.0036,0.59,202217.0,0.994,2.66e-06,0.285,-4.996,0.118,137.989,0.223,9.0,4.0,no
0eVlEPoiAGpu2TUqnLTbxg,0.877,0.257,235423.0,0.307,0.0,0.88,-11.011,0.0385,66.816,0.27,11.0,5.0,no
6MlGqWzDiLkZ0vmAEsisEk,0.819,0.471,243724.0,0.784,1.13e-05,0.107,-8.25,0.883,160.833,0.258,11.0,4.0,no
06fMq1bfXw19XimNmVTqpa,0.00945,0.62,217453.0,0.898,0.178,0.0984,-5.748,0.0603,127.953,0.745,6.0,4.0,no
1wJL1A0QUHJPf2cm7tsrdw,0.819,0.714,290467.0,0.305,0.0,0.174,-8.837,0.0305,124.91,0.554,2.0,4.0,no
0Laywz8NucAJE5M9sW4SSY,0.00211,0.698,208733.0,0.969,0.000257,0.339,-4.201,0.0304,129.953,0.964,6.0,4.0,no
17kaDlgdx97INjkB1ieiC1,6.48e-05,0.524,622067.0,0.86,0.719,0.0988,-10.176,0.0405,137.024,0.322,9.0,4.0,no
0q7LGcVSpsIoSbjChtZ8lI,0.00391,0.416,382262.0,0.824,0.0,0.104,-3.075,0.343,85.433,0.417,1.0,5.0,no
79RuU2HG7oRQwTlWiXJMwf,0.27,0.804,205520.0,0.798,0.0319,0.0854,-6.178,0.0255,108.988,0.826,10.0,4.0,no
1aBJNc2thaKyh5THWzIqHX,0.00917,0.455,336827.0,0.783,0.0,0.918,-5.184,0.0393,114.981,0.298,5.0,4.0,no
2CH34ZbESPXmAbtS9SzTB7,0.0613,0.436,189160.0,0.646,0.000557,0.0966,-7.322,0.0571,79.778,0.354,1.0,4.0,no
4C3vcezUd58R00aSNPBhJO,0.0122,0.745,337266.0,0.728,0.00134,0.294,-9.082,0.0454,140.006,0.672,11.0,4.0,no
68QyrSzpnoU04AAhE5z8lj,0.715,0.421,245973.0,0.355,0.0,0.867,-10.21,0.0298,77.769,0.267,0.0,4.0,no
2IZ00ed83ygPIiacYScWUE,0.0583,0.419,311040.0,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,0.288,5.0,4.0,no
0lZdHkKFAOnVBEq8Ze1Gsg,0.00526,0.515,203547.0,0.626,0.0,0.108,-5.823,0.24,181.882,0.286,7.0,4.0,no
4pJi1rVt9GNegU9kywjg4z,0.0402,0.459,179067.0,0.753,0.0,0.0863,-3.827,0.0537,199.997,0.483,10.0,4.0,no
6HZpD59LPOSTGlpkaTtr8f,0.00221,0.661,307031.0,0.917,0.0178,0.337,-8.333,0.0638,142.003,0.712,8.0,4.0,no
30WCgf8cjBHDdkclcwFNCj,0.232,0.889,203760.0,0.757,0.0496,0.0259,-3.546,0.06,119.943,0.688,4.0,4.0,no
5MMLS3xm12D7N26xlfFApr,0.263,0.658,148448.0,0.762,0.0,0.127,-3.028,0.0425,163.864,0.823,10.0,4.0,no
0AQ5Co25qremy7MJiZhAWL,0.00254,0.622,247533.0,0.968,0.00855,0.25,-3.152,0.0396,129.162,0.843,8.0,4.0,no
2NixkYDfAYz2vpJi5yMjn4,0.0175,0.58,394080.0,0.954,0.0007,0.701,-5.844,0.0794,125.031,0.493,11.0,4.0,no
6d9IiDcFxtFVIvt9pCqyGH,0.0396,0.605,260933.0,0.787,1.42e-06,0.163,-3.002,0.0308,114.987,0.374,5.0,4.0,no
5WkGNlvZAojLqoMUcXisKJ,0.113,0.662,202213.0,0.8,0.0,0.301,-4.663,0.146,92.104,0.565,7.0,4.0,no
0Z3dqWqcfLTHlMCi7WsfxQ,0.0116,0.603,202249.0,0.653,2.8e-05,0.94,-8.172,0.0282,123.987,0.199,6.0,4.0,no
2OBt6b2Q4fp0MzLo7qdJmT,0.715,0.164,70613.0,0.426,0.808,0.63,-13.863,0.0418,127.194,0.0716,9.0,5.0,no
6TWrhSSWeUPL1PPfhNuZZ1,0.291,0.578,218533.0,0.948,2.45e-05,0.979,-4.943,0.0588,111.259,0.701,4.0,4.0,no
3UYGLDAPzHPlSzNCXkU5md,0.00454,0.679,177653.0,0.885,6.86e-05,0.335,-5.556,0.0441,124.989,0.879,6.0,4.0,no
36YNa8joLwu9yor2TkZbIY,0.0149,0.602,222533.0,0.864,0.0,0.0246,-5.282,0.0661,179.391,0.71,11.0,4.0,no
10eBRyImhfqVvkiVEGf0N0,0.0739,0.455,352187.0,0.623,0.000424,0.146,-3.878,0.0288,163.893,0.208,8.0,4.0,no
1IsquhJFJ0qcFZI7FeAEuN,0.155,0.374,362827.0,0.516,0.0,0.795,-8.745,0.0294,142.057,0.171,2.0,4.0,no
7kLzbViuc0pslrQyNd3zBT,0.0333,0.594,502413.0,0.956,0.000168,0.852,-4.555,0.0507,123.02,0.252,0.0,4.0,no
2p6X7Ifox9bvLANEpdcxgI,0.00335,0.532,174511.0,0.972,8.54e-06,0.196,-6.404,0.058,141.917,0.309,7.0,4.0,no
2AfNzFrhh5X2k7hN1r3Yse,0.157,0.495,381329.0,0.896,0.000577,0.928,-6.595,0.0605,115.111,0.206,6.0,4.0,no
41ZbirjrgSuNvYa0ZO6n4i,0.0101,0.726,564600.0,0.724,0.75,0.0463,-10.227,0.0546,122.013,0.524,1.0,4.0,no
73tgFzBug5Ifk1Retdtwk7,0.433,0.55,313280.0,0.758,0.0,0.162,-6.472,0.347,89.368,0.53,0.0,4.0,no
2urxDjNZcnX95NjeqWqD2U,0.249,0.869,180950.0,0.874,0.0,0.56,-8.185,0.237,133.99,0.932,3.0,4.0,no
5VBPjnHMaXpji9wDAgFKbP,0.00921,0.755,195040.0,0.952,0.0632,0.466,-4.42,0.0376,129.964,0.929,1.0,4.0,no
69QyXfRg5rBpdxQxlrgHki,0.137,0.607,285293.0,0.86,0.00536,0.242,-6.855,0.0525,105.218,0.458,1.0,4.0,no
3RaqIAipLoQLVVNm41IMnJ,0.437,0.846,192707.0,0.73,0.0,0.172,-5.147,0.112,137.969,0.587,5.0,4.0,no
1IPRqw2UOJbOPrUhUd49IN,0.00761,0.534,260027.0,0.872,0.0,0.531,-4.92,0.272,184.62,0.425,2.0,4.0,no
3vH9GgabC2MhLdkYhJqajw,0.000671,0.601,175148.0,0.969,8.6e-05,0.154,-5.397,0.0471,140.01,0.725,4.0,4.0,no
7EH6XwHbkljEICqDBw5AcQ,0.0478,0.579,250707.0,0.891,0.118,0.406,-4.41,0.0809,126.335,0.678,5.0,4.0,no
6PlEKBVJVYYH2nrgIKrSEp,0.000733,0.67,304120.0,0.99,0.00509,0.264,-5.298,0.0706,141.991,0.803,6.0,4.0,no
6S9G7J3EB1ZY0rrZPwsBg5,0.373,0.498,263987.0,0.486,0.0,0.113,-7.384,0.0273,147.952,0.17,1.0,4.0,no
3LjP9Ef4m8ZoNufpf0WV5C,0.0373,0.726,197947.0,0.94,0.0,0.114,-3.243,0.0339,139.962,0.969,1.0,4.0,no
5aHoljFBd3krVwGmCRnj7c,0.0142,0.673,223000.0,0.592,0.00292,0.0964,-6.398,0.0325,126.998,0.55,1.0,4.0,no
25o3Gqo4pWT8aQQeDgmUZf,0.0821,0.702,206665.0,0.939,0.0272,0.0705,-3.918,0.0426,138.014,0.982,0.0,4.0,no
13NFjdVzrthOGbQmmQkW74,0.373,0.473,239680.0,0.473,0.0,0.954,-8.028,0.0287,134.931,0.356,3.0,4.0,no
6BnCIMRcAocngK2n5tbsnB,0.266,0.584,182063.0,0.872,1.21e-06,0.952,-5.194,0.0519,124.047,0.518,9.0,4.0,no
5oEOcAGwYHKu1Awbm6Whj5,0.00552,0.646,300667.0,0.751,0.0701,0.292,-6.964,0.0502,93.008,0.511,2.0,4.0,no
76QnlN7THUrHqtrIkrzQtc,0.0514,0.673,203813.0,0.9,7.77e-06,0.0816,-5.133,0.0501,133.018,0.914,0.0,4.0,no
1nYWTzy5zu3zEPNgB1sItW,0.095,0.709,240760.0,0.599,0.0,0.0973,-3.734,0.0304,118.975,0.735,7.0,4.0,no
70ftmiU08HpSHxPD2dTnnh,0.0664,0.688,248120.0,0.843,0.00154,0.109,-4.732,0.0475,128.009,0.787,11.0,4.0,no
6pL7puHxh1psrLzrAlobxQ,0.0771,0.813,195853.0,0.627,0.000616,0.131,-5.018,0.0486,130.011,0.801,11.0,4.0,no
49gi7LrkNGQojLXdjwe67X,0.00182,0.679,211467.0,0.962,0.0498,0.115,-6.933,0.0491,142.032,0.861,0.0,4.0,no
531jvXQXBtfcahYTlRvDW3,0.00193,0.676,381996.0,0.86,0.032,0.657,-8.171,0.0502,129.977,0.675,0.0,4.0,no
53g1IYKLVJqOIyrwbWNvfn,0.792,0.558,261333.0,0.312,7.25e-06,0.108,-12.481,0.0312,93.898,0.177,0.0,4.0,no
4hZObjipnjDV6sdhHwRauZ,0.295,0.55,287089.0,0.734,0.000493,0.722,-6.426,0.0518,105.03,0.287,3.0,4.0,no
3ccBDT39OEEFfBUU0BPori,0.0433,0.631,231200.0,0.986,0.0019,0.102,-4.088,0.04,133.008,0.711,0.0,4.0,no
2BtJyLYuRc4cDAFVtqbPB8,0.0393,0.66,225813.0,0.999,1.16e-06,0.198,-4.24,0.0635,138.029,0.672,2.0,4.0,no
0QaNaleuLE7MyMmnA1D5DZ,0.0196,0.569,217920.0,0.964,1.41e-05,0.031,-5.01,0.0537,116.971,0.753,2.0,4.0,no
1X7uS4Zwc10OAUbShjd9Dr,0.656,0.664,232667.0,0.538,0.0,0.916,-9.698,0.0375,109.293,0.454,0.0,4.0,no
4Ecz0W3QIr1hctW9NY3pkO,0.0317,0.892,196827.0,0.566,0.00883,0.108,-6.829,0.0616,115.043,0.658,8.0,4.0,no
5BL9ORFhTYKt4x1iqPQpjr,0.00226,0.668,332600.0,0.989,0.00463,0.0782,-4.008,0.0361,142.004,0.357,6.0,4.0,no
16MVSD0mGI4RMQT83Qzm69,0.0103,0.476,242200.0,0.777,0.0,0.196,-3.771,0.0289,167.964,0.472,4.0,4.0,no
2TLj8Voa393O1hRKHx2Rvt,0.11,0.551,226080.0,0.614,0.0,0.0783,-5.793,0.0278,79.02,0.264,0.0,4.0,no
3EAzPxLLXkeZexfttABAIl,0.00123,0.517,245267.0,0.921,0.0,0.289,-3.163,0.0417,136.473,0.903,1.0,4.0,no
41lnbpbQFNC9llIkMhPygz,0.0032,0.485,192733.0,0.962,0.00114,0.182,-5.034,0.0452,148.683,0.821,2.0,4.0,no
5jumQk6BfbmskMg14FWI5l,0.00443,0.737,246453.0,0.559,0.0579,0.267,-3.928,0.0406,133.775,0.0984,10.0,4.0,no
2RDzeQbFGu4g5eJBP6M5CD,0.054,0.612,234373.0,0.732,2.96e-06,0.136,-6.805,0.117,116.905,0.62,10.0,4.0,no
0TBaFEx7WENZgqLXWErD0b,0.000125,0.682,219947.0,0.93,0.0123,0.0481,-4.036,0.0846,127.867,0.46,11.0,4.0,no
7yaKFIoHeeDzzFYTZl4L2d,0.628,0.454,159040.0,0.884,0.0,0.879,-4.879,0.188,131.995,0.299,0.0,4.0,no
0Qy2YUFGoTYxKz2zTy8DfO,0.0206,0.72,242680.0,0.863,4.96e-05,0.0353,-6.345,0.033,99.989,0.847,0.0,4.0,no
4iJmSELVLRNRrdpsR13wZ7,0.162,0.847,249960.0,0.403,0.000188,0.0712,-8.268,0.0425,101.037,0.85,0.0,4.0,no
5B0WISmCAb2WFrpFsVdK5E,0.0834,0.552,243440.0,0.535,0.0,0.143,-4.713,0.0376,77.007,0.348,0.0,4.0,no
0Xt72jYjIYF2d9DHhZlWSW,0.00207,0.676,375139.0,0.595,0.00888,0.331,-9.465,0.0455,130.0,0.502,5.0,4.0,no
5LRbiPpslXyuCuLOrcvQct,0.0682,0.627,229480.0,0.985,0.00127,0.127,-4.054,0.0417,132.994,0.702,0.0,4.0,no
0BRcMSaH84i330e6JCyXgO,0.000124,0.676,189880.0,0.497,0.000475,0.855,-7.308,0.0293,128.106,0.327,1.0,4.0,no
4MbHDiHQjhmoVAV75G04Ql,0.856,0.731,222959.0,0.184,0.0,0.0927,-9.235,0.0418,102.404,0.331,5.0,4.0,no
3oDjcRRNq8dDnSi79F5ve4,0.0106,0.675,238120.0,0.807,0.000245,0.134,-6.945,0.0411,112.052,0.534,6.0,4.0,no
5c8vdQdRggwDspd3MNgjZX,0.328,0.858,207133.0,0.765,1.67e-05,0.0629,-3.969,0.125,113.977,0.845,8.0,4.0,no
53FQV9Zl0E1GuZ70bPqyOp,0.449,0.678,210051.0,0.713,0.0,0.203,-14.658,0.302,72.534,0.64,3.0,4.0,no
6YDBAZHIcOEo1rSrcca7rJ,0.139,0.621,225427.0,0.686,0.0,0.245,-4.662,0.0611,83.469,0.444,1.0,4.0,no
0s1kkhOC80vhmlC8pVZNrI,0.183,0.593,229933.0,0.712,0.0996,0.3,-6.338,0.0395,126.496,0.465,9.0,4.0,no
4DdzlEP5THcWv6FgClaJFW,0.00837,0.697,259000.0,0.861,0.000301,0.339,-8.449,0.0295,134.051,0.772,5.0,4.0,no
1A1yD8Lq9tr2iu4CPLlE1S,0.0942,0.832,169720.0,0.83,5.08e-05,0.313,-6.446,0.0919,128.001,0.811,6.0,4.0,no
0priuDodGNK89JjjAwZlQB,0.458,0.583,251866.0,0.639,0.0,0.296,-8.533,0.0298,168.016,0.686,4.0,4.0,no
51qTArWBTUf8eGELsqhpfM,0.00012,0.598,419827.0,0.999,0.847,0.393,-6.822,0.0492,129.998,0.306,1.0,4.0,no
2lnzGkdtDj5mtlcOW2yRtG,0.237,0.794,196160.0,0.832,1.14e-05,0.203,-4.862,0.0407,107.657,0.871,1.0,4.0,no
7amS6Ja9odxIeltDbngeTt,0.00376,0.596,282027.0,0.791,7.74e-05,0.337,-7.245,0.177,129.371,0.391,5.0,4.0,no
4KNJ77oLIDScil0VBgLB1c,0.82,0.41,183409.0,0.381,0.000685,0.929,-7.879,0.0307,118.038,0.25,7.0,4.0,no
4tlOIenut4hOWEAq1LfLH5,0.00117,0.815,370393.0,0.684,9.93e-06,0.0477,-6.001,0.154,127.005,0.746,2.0,4.0,no
7x6W0r6kKjPBRmVj4aKXNd,0.0663,0.593,237427.0,0.958,0.0016,0.312,-7.214,0.0583,129.009,0.62,0.0,4.0,no
0YOXIQFAVpK1VZfs9lmVAM,0.045,0.332,352600.0,0.627,0.167,0.0671,-10.014,0.0429,89.411,0.351,11.0,3.0,no
0HxGWFKZzh4BtAgEBgtrmq,0.000761,0.592,194536.0,0.976,0.000216,0.299,-4.601,0.0503,142.05,0.429,7.0,4.0,no
6Eu31gddWw0gOGO506pJYA,0.04,0.594,241987.0,0.712,0.0,0.309,-4.418,0.0273,99.972,0.476,5.0,4.0,no
6HwMYyx7kMLYJdi15cgwyc,0.00215,0.684,296655.0,0.993,0.0127,0.0646,-5.171,0.0953,141.986,0.407,8.0,4.0,no
5uHYcK0nbEYgRaFTY5BqnP,0.0127,0.549,196133.0,0.932,0.0,0.347,-4.11,0.343,82.439,0.787,8.0,4.0,no
2hcohLIysMxofYziluXCoX,0.186,0.591,302492.0,0.846,0.0,0.463,-3.687,0.276,94.795,0.121,7.0,4.0,no
2KL9DOsbPMJEQYfDVg09iU,0.482,0.859,164645.0,0.347,0.0,0.147,-7.25,0.0498,124.925,0.736,2.0,4.0,no
6YMPu36VGIknb8Ey1ohW3j,0.186,0.8,193160.0,0.874,1.77e-05,0.0877,-3.955,0.0667,112.003,0.85,4.0,4.0,no
6irjayQ1lzq8NudfxvIeis,0.00254,0.668,227200.0,0.919,0.000171,0.332,-5.489,0.0336,130.038,0.966,6.0,4.0,no
5tGcBhlRXSweh1v8X3C6Nk,0.03,0.597,229120.0,0.988,0.000672,0.116,-3.156,0.0482,133.006,0.678,0.0,4.0,no
41595UXcJGhotsYticUSFH,0.00719,0.708,417867.0,0.834,0.0142,0.0738,-5.32,0.0442,120.0,0.659,1.0,4.0,no
3PKB50ZLWszhZdomv1LhjT,0.827,0.415,261613.0,0.304,7.39e-05,0.107,-9.179,0.0306,129.803,0.252,5.0,4.0,no
4daa7R4M4IvjuBRIuj39eM,0.00503,0.647,187147.0,0.944,0.0,0.57,-1.939,0.0668,128.042,0.743,8.0,4.0,no
42JOtajDAVadoj1x84l2Wg,0.355,0.433,212973.0,0.37,0.0,0.303,-8.335,0.0442,167.905,0.237,0.0,4.0,no
4cS2HQ6jK80vqdY9ofpztx,0.285,0.865,188867.0,0.69,0.0162,0.225,-7.448,0.0443,121.983,0.867,7.0,4.0,no
6wcFdMmiDscAhZJrcVFumx,0.168,0.843,254320.0,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,0.825,6.0,4.0,no
3dkuTvO5013XHxiofIW9Qg,0.0183,0.719,317887.0,0.541,0.000521,0.0804,-7.726,0.0498,127.002,0.446,5.0,4.0,no
3rGJrW8JS0INNHQcJnpQuY,0.0954,0.328,289956.0,0.441,0.00764,0.725,-9.304,0.0323,116.014,0.0385,9.0,4.0,no
3pWF6sOdKOtwtIbVaFMN6U,0.274,0.765,287333.0,0.51,7.14e-05,0.276,-8.314,0.0271,113.023,0.417,7.0,4.0,no
1GM2ouHHKW3tuCzjSZKIyr,0.18,0.572,248467.0,0.745,1.54e-05,0.983,-9.122,0.124,136.39,0.864,2.0,4.0,no
3fMjaiTQlwmOVk68OdjHmT,0.00056,0.508,198787.0,0.966,0.0247,0.266,-5.012,0.0314,140.024,0.914,6.0,4.0,no
42k1KeBehAd83lrGt1okiC,0.342,0.8,183693.0,0.692,1.92e-06,0.0554,-5.57,0.0614,112.002,0.917,9.0,4.0,no
2dU5Pe6RuoQcZY0eNe8cHG,0.11,0.768,187320.0,0.667,0.83,0.0693,-10.832,0.033,121.998,0.938,9.0,4.0,no
5lFyMZ85rsF6OZq98UVPLY,0.0727,0.851,288653.0,0.781,0.642,0.298,-7.901,0.0536,135.014,0.554,11.0,4.0,no
0xvsgzM8AtBtRHZm5rav8A,0.169,0.476,237600.0,0.816,0.0,0.238,-4.279,0.0347,163.847,0.469,4.0,4.0,no
2UwTQRAUjbpFyi8tPoS2rk,0.00265,0.644,396094.0,0.902,1.38e-05,0.673,-4.282,0.0379,128.006,0.64,6.0,4.0,no
1xz1IGJVkTxRpEsN27yXjB,0.0116,0.64,180344.0,0.973,0.0,0.36,-5.366,0.102,145.002,0.249,4.0,4.0,no
1RS6jwDy6wE1M7ZAvTz42m,0.0708,0.697,246947.0,0.711,0.019,0.0754,-4.821,0.0261,126.003,0.17,10.0,4.0,no
0bgeNeYiMRbiZfQ0c9Tdqi,0.000765,0.553,208346.0,0.769,0.0187,0.314,-6.767,0.0333,142.036,0.123,6.0,4.0,no
0GCyVByfJ1P10BxefDSHoY,0.0103,0.593,235947.0,0.85,0.00648,0.868,-5.3,0.0331,126.028,0.263,9.0,4.0,no
331oGqEauqQdp07K0kOXEe,0.0108,0.755,168793.0,0.993,0.000311,0.178,-6.435,0.184,133.947,0.488,8.0,4.0,no
62rlxI6g2PNaWsHoiRryto,0.842,0.563,217613.0,0.443,0.0,0.293,-5.078,0.0247,80.962,0.313,5.0,4.0,no
5jgeoj4zIu3haLuQVjBrbi,0.00065,0.58,178999.0,0.993,3.84e-05,0.247,-6.589,0.0619,144.978,0.565,3.0,4.0,no
75M54l87lwkbL120XUT8ib,0.000893,0.597,167517.0,0.95,1.07e-06,0.112,-6.667,0.0632,144.969,0.65,1.0,4.0,no
3TY1PFZXmYeiLcXygB74My,0.179,0.768,194107.0,0.845,0.0,0.209,-4.767,0.0337,108.977,0.891,1.0,4.0,no
7an1exwMnfYRcdVQm0yDev,0.217,0.418,239013.0,0.482,0.0,0.123,-5.769,0.0266,175.558,0.261,5.0,4.0,no
3RBluWmSoG2pGA1OePzGJI,0.00478,0.543,265667.0,0.818,0.000368,0.0357,-3.611,0.0398,139.898,0.683,4.0,4.0,no
3ToWC9JYSmDIa9yJs0k6PO,0.0239,0.736,186840.0,0.679,1.41e-05,0.265,-5.062,0.0386,131.032,0.936,11.0,4.0,no
1q8E1FfFuhd12c5JcJwPxQ,0.0396,0.605,260933.0,0.787,1.42e-06,0.163,-3.002,0.0308,114.987,0.374,5.0,4.0,no
3TZNOCoBeIeMMTAkyMJUxq,0.638,0.755,199173.0,0.688,0.00354,0.102,-7.101,0.0329,129.015,0.615,8.0,4.0,no
2fMPXb8cE7jPGaGAGU4HCb,0.000649,0.707,272258.0,0.745,3.3e-05,0.0858,-7.454,0.0801,144.029,0.617,0.0,4.0,no
5Y3d8TTZXRfhrGGVoKAeNP,0.0916,0.761,206907.0,0.92,0.0,0.365,-5.773,0.413,139.966,0.587,5.0,4.0,no
3DFsSVU4brabekPV3H5YuO,0.121,0.7,167760.0,0.701,0.0,0.362,-5.094,0.031,105.01,0.95,6.0,4.0,no
0kN3oXYWWAk1uC0y2WoyOE,0.157,0.618,235280.0,0.736,0.0,0.073,-3.937,0.0308,118.982,0.307,2.0,4.0,no
7mvP9RYYZTHitwdbi0KHld,0.206,0.722,256427.0,0.912,7.26e-06,0.268,-3.381,0.0244,110.013,0.907,0.0,4.0,no
24DefNCFiWTP8OjYWiXuYe,0.095,0.709,240760.0,0.599,0.0,0.0973,-3.734,0.0304,118.975,0.735,7.0,4.0,no
2qPUnoasNe4Ep43emVXEig,0.297,0.633,211160.0,0.673,0.0,0.206,-6.403,0.258,86.776,0.659,6.0,4.0,no
