track.uri,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature,club_compatible
7A0rBeKlftRx90AsKLHREK,0.0252,0.848,226320.0,0.864,8.22e-05,0.283,-3.8,0.272,129.998,0.411,11.0,4.0,no
1w5nWhUzrQqj0WnDXrgsnC,0.0174,0.601,223200.0,0.897,7.61e-06,0.0299,-5.423,0.0495,179.356,0.66,11.0,4.0,no
0mD7Zs4aqT0TDUWo2pArCz,0.0147,0.799,199507.0,0.706,0.0,0.713,-5.926,0.0372,130.013,0.847,9.0,4.0,no
23w4hRBoubeovEwtG63BFG,0.0921,0.792,234507.0,0.786,6.37e-06,0.154,-5.01,0.0431,127.981,0.402,7.0,4.0,no
4SMcfLjh7yX5OviR3h3Rmr,0.000606,0.563,266752.0,0.988,0.00331,0.153,-6.635,0.0808,141.993,0.396,2.0,4.0,no
3DzVlobYhQiSiTY43rPukM,9.88e-05,0.69,182813.0,0.712,0.013,0.0707,-6.818,0.0826,127.937,0.251,9.0,4.0,no
4DjevQhsPWULcondN4mRh5,0.664,0.344,196347.0,0.801,0.0,0.106,-5.373,0.0574,204.489,0.615,10.0,4.0,no
7j9Hc0CV6SBXacGLK5Oj3w,0.189,0.496,249463.0,0.884,0.0,0.903,-4.896,0.0437,127.968,0.477,3.0,4.0,no
5ohL2cZM5X6YVzXH30S70O,0.00895,0.761,195040.0,0.952,0.059,0.506,-4.412,0.0377,129.978,0.931,6.0,4.0,no
3C1jJ8oMqR1PHYH24T4Q3z,0.0525,0.726,217373.0,0.834,0.00779,0.0979,-7.48,0.0368,129.001,0.644,11.0,4.0,no
5jTe7GwelsbUTQ8reXdspC,0.133,0.689,197827.0,0.894,4.72e-05,0.0681,-6.342,0.0672,123.971,0.709,6.0,4.0,no
3SFmghOczlsP6HTMOkV4kq,0.00155,0.717,328000.0,0.959,0.168,0.0548,-7.252,0.0563,141.983,0.794,0.0,4.0,no
7AnH0hI6DdztGfI6yuKWJU,0.00232,0.676,324708.0,0.799,0.00466,0.172,-7.289,0.0409,125.979,0.663,6.0,4.0,no
7ig7HpVu1gTeGrF2XnJCTo,0.0511,0.663,203813.0,0.896,5.48e-06,0.0811,-5.136,0.0491,133.007,0.917,0.0,4.0,no
1rvzP6fP4VNzn4wZxmRMdF,0.00186,0.787,348661.0,0.94,0.000893,0.0284,-5.156,0.0588,131.015,0.907,8.0,4.0,no
5NyXqBIwRE8kVERIGMfRZa,0.00358,0.61,330524.0,0.921,0.173,0.0856,-7.508,0.0525,141.93,0.809,9.0,4.0,no
19tHCfzUSoy5HkpxcmbA0A,0.00478,0.543,265667.0,0.818,0.000368,0.0357,-3.611,0.0398,139.898,0.683,4.0,4.0,no
43Ns34iZFoWO5ZnEAHxqJv,0.104,0.623,186213.0,0.958,0.0,0.963,-5.715,0.0848,124.003,0.593,6.0,4.0,no
72B5N10JuWWb1ymyFkOZ9O,0.000836,0.6,202848.0,0.938,0.000175,0.0839,-6.314,0.0534,143.936,0.461,6.0,4.0,no
1CLdxBp18V50GCh9NQsNjs,0.09,0.738,392440.0,0.907,0.732,0.0307,-6.864,0.0484,128.001,0.925,7.0,4.0,no
0jAfOcxH8br07k1kbsuUQG,0.000547,0.664,307117.0,0.935,0.00737,0.096,-7.239,0.0898,141.964,0.415,9.0,4.0,no
37PNUjtPKWUKIbK5du2w4u,8.64e-05,0.687,426093.0,0.985,0.794,0.322,-6.658,0.0487,129.99,0.368,7.0,4.0,no
2G7QCDuRM7rTj0pX21e0xk,0.0549,0.473,154120.0,0.603,6.25e-06,0.115,-6.875,0.0319,94.984,0.234,9.0,4.0,no
07Koy7kokxZ2rNhOrwhGvZ,0.00437,0.599,308733.0,0.94,4.44e-06,0.759,-4.235,0.0344,113.037,0.607,0.0,4.0,no
2kTQPge53QIiK6hbYnrG8t,0.0133,0.612,222747.0,0.974,0.0107,0.62,-3.528,0.0407,139.934,0.817,0.0,4.0,no
4N5gC4usxbfFWQrXC34BoZ,0.0334,0.596,229107.0,0.988,0.000595,0.129,-3.173,0.0476,132.99,0.662,0.0,4.0,no
1UjmpPQiVEUWcJo6Ft3Emk,0.00156,0.545,336986.0,0.99,0.0157,0.096,-5.275,0.0513,145.985,0.422,3.0,4.0,no
63qVz7PQmuc8B542aZcS1L,0.0233,0.351,360000.0,0.873,0.0298,0.665,-7.103,0.0891,128.124,0.134,10.0,4.0,no
0MwXIMZVrzamwiJJFxAO8u,0.0827,0.798,287902.0,0.709,0.822,0.102,-12.775,0.0458,139.985,0.11,11.0,4.0,no
0JaVdpmiex2EP7bBzyKVTa,0.579,0.749,188189.0,0.476,0.0,0.1,-11.147,0.507,71.937,0.534,11.0,4.0,no
0MXndhEwhwBZB7SoZ63Ywi,0.151,0.637,404027.0,0.61,0.167,0.116,-11.16,0.0281,123.89,0.659,11.0,4.0,no
3dmKUMzvzhXpRhuOITVquo,0.104,0.608,284863.0,0.854,5.2e-05,0.685,-8.642,0.0527,139.031,0.425,7.0,4.0,no
4EAJNSIVlBogvG1fbPyaJf,0.000192,0.68,272269.0,0.946,0.00533,0.067,-6.382,0.0711,140.013,0.776,9.0,4.0,no
7GbCoEIhmILStA4fEMf0p6,0.000216,0.554,221160.0,0.965,0.774,0.24,-6.078,0.0447,132.642,0.203,11.0,4.0,no
1WBCYWcYg3ioGK3mlt0JD1,0.00268,0.539,203187.0,0.915,2.93e-06,0.0667,-3.221,0.0367,147.974,0.641,1.0,4.0,no
3zZyxZpVyYAUaEjIo1fgu3,0.0887,0.552,283333.0,0.789,0.0,0.777,-5.6,0.0447,95.059,0.256,3.0,4.0,no
1qCr40c0Z3VSq4WgKqliG8,0.00661,0.779,184547.0,0.764,0.0,0.0695,-5.074,0.126,130.979,0.349,7.0,4.0,no
0JIdBrXGSJXS72zjF9ss9u,0.00452,0.563,213053.0,0.934,0.000807,0.103,-3.629,0.0646,143.964,0.518,8.0,4.0,no
1RAVShnwCM2V6kwvg3iVkZ,0.212,0.661,226733.0,0.513,0.0,0.123,-7.18,0.0642,76.935,0.659,2.0,4.0,no
7nkh7uuQsd2ZFDfpPuzRi7,0.00169,0.523,243200.0,0.912,0.0,0.313,-3.099,0.0444,136.437,0.914,1.0,4.0,no
6O5Y7dSMQCWmHPuUVZdDLa,0.000115,0.598,360095.0,0.757,0.00185,0.423,-6.289,0.0354,130.009,0.586,4.0,4.0,no
2TWSilrWcTrgVKcP8kfEfg,0.165,0.774,209957.0,0.912,0.0,0.745,-2.787,0.347,150.083,0.821,2.0,4.0,no
6QaoaCiuSOFuPaS4WyZXZU,0.000474,0.546,239880.0,0.948,0.141,0.262,-5.275,0.0449,123.978,0.543,2.0,4.0,no
5zhXya5iojnONxsUjJpvv3,0.00271,0.583,345792.0,0.706,1.73e-05,0.396,-6.249,0.0537,127.997,0.47,11.0,4.0,no
6Ipf5y6TrhroxnSEqVPlPK,0.121,0.562,272613.0,0.906,0.000126,0.935,-6.984,0.048,121.998,0.396,1.0,4.0,no
4ESy68FFFxPyKssmU3a33J,2.27e-05,0.613,344480.0,0.804,0.000728,0.571,-5.027,0.159,124.009,0.647,2.0,4.0,no
5Gmn4YtWQFVQQzpMSbRLOb,0.00277,0.634,204507.0,0.865,7.07e-06,0.296,-3.842,0.135,127.971,0.553,8.0,4.0,no
2LwBlNmiiphrspoFoIZT0T,0.00049,0.596,258347.0,0.651,0.559,0.105,-9.379,0.0671,129.985,0.324,3.0,4.0,no
4PAdkqEZoPGP5IAHcmXSxJ,0.0935,0.672,218667.0,0.977,5.91e-05,0.365,-3.885,0.0329,132.977,0.961,1.0,4.0,no
7xp87RZ76JE9wSMTEdr03g,0.185,0.816,248503.0,0.742,4.01e-06,0.384,-6.565,0.314,94.094,0.64,7.0,4.0,no
7hzOYG73rjXGyby16CIjca,0.000133,0.652,335282.0,0.76,0.00916,0.117,-6.453,0.0581,144.991,0.81,9.0,4.0,no
5a3h9DuxFcbzr97E0hgKu2,0.0598,0.753,195339.0,0.977,0.0,0.149,-6.27,0.0864,128.076,0.932,6.0,4.0,no
4XTXamS1g4g93jPxyuFJJ6,0.631,0.399,213492.0,0.491,0.0,0.171,-8.992,0.0714,94.542,0.356,6.0,3.0,no
4xN0zPac07gcoqPYbKjTKm,0.0472,0.21,323907.0,0.897,0.00228,0.993,-9.412,0.095,91.012,0.444,11.0,4.0,no
3oLfBemB5KOzH0s8RRByE7,0.0186,0.865,256453.0,0.733,0.000604,0.264,-6.808,0.381,127.614,0.209,11.0,4.0,no
6wSqd9xHYXx7ICQmiq6ZFc,0.0193,0.749,266470.0,0.875,0.0194,0.127,-7.802,0.0638,126.987,0.615,1.0,4.0,no
63Tl9k1sH8tznn3bqoMuyF,0.0116,0.71,183947.0,0.871,3e-06,0.108,-5.037,0.0503,126.957,0.829,9.0,4.0,no
2I58LQS938t9eOIBGQYdkG,0.00186,0.738,552800.0,0.991,0.191,0.0608,-5.436,0.0599,127.995,0.744,1.0,4.0,no
5YbZZ2gYfvW1UvHHF4pVaD,0.611,0.664,245347.0,0.447,1e-06,0.139,-8.535,0.0292,126.079,0.364,1.0,4.0,no
7GokfhkmwPJKwrzaeZh5II,0.0265,0.522,234427.0,0.893,0.0,0.0959,-3.531,0.263,124.028,0.914,10.0,4.0,no
2GVZReKzRoW3H0eS6BCSwS,0.000109,0.666,302594.0,0.891,0.002,0.605,-7.47,0.0657,144.992,0.629,11.0,4.0,no
7BqBn9nzAq8spo5e7cZ0dJ,0.0134,0.635,220734.0,0.841,0.0,0.0622,-5.379,0.0422,109.021,0.424,5.0,4.0,no
3eo5kKEEOyOLEQ1yjkAvmK,0.591,0.662,49267.0,0.414,0.0,0.513,-13.464,0.655,56.694,0.797,3.0,4.0,no
0XcLiStVVOAiZ5a3cBtEqv,0.000119,0.78,241827.0,0.859,0.479,0.709,-5.671,0.0435,124.992,0.628,7.0,4.0,no
5lgS45xqkTk2HVm7Jph9ya,7.37e-05,0.593,216893.0,0.836,0.0,0.117,-4.774,0.0463,127.087,0.406,10.0,4.0,no
1mxZP3iAwH2HUA14oRuDXj,0.807,0.0983,129996.0,0.334,0.533,0.801,-8.707,0.0339,171.865,0.0398,3.0,4.0,no
6FIa32QgkH62pbe4yX5Sgk,0.402,0.624,186867.0,0.758,7.75e-06,0.0529,-4.242,0.0605,164.921,0.544,9.0,4.0,no
0mkhq75p0pzploX7Gl9BFh,0.00115,0.563,240133.0,0.898,0.0961,0.229,-7.169,0.0317,148.9,0.731,10.0,4.0,no
6R7BYXr7qgpoLbYVbWAg1y,0.0315,0.582,199969.0,0.844,0.472,0.948,-8.098,0.0708,111.99,0.192,1.0,4.0,no
6wZrnX9YoEGB7dgEKqE4kn,0.0442,0.714,279907.0,0.854,0.133,0.946,-8.51,0.0429,115.027,0.247,6.0,4.0,no
3N1lXQe5Gt7j7jfY6KiQDi,0.00135,0.709,214747.0,0.901,0.319,0.387,-6.093,0.0341,132.001,0.932,0.0,4.0,no
6b6A2zziNE3145PoHOdHLA,0.00574,0.784,326769.0,0.784,0.00441,0.115,-7.301,0.0524,129.993,0.494,6.0,4.0,no
6ib0pC3UVJ6Ldb602UOULp,0.00516,0.596,199836.0,0.804,0.0,0.294,-6.908,0.0465,127.893,0.59,0.0,4.0,no
5LZ0ZCRXrklIpnzn4Tcyde,0.103,0.546,213813.0,0.87,0.0,0.111,-5.107,0.114,156.145,0.071,4.0,4.0,no
3ocmt6DxFKPUZhzT3Yj8Oo,0.000504,0.578,222137.0,0.956,6.94e-05,0.0681,-6.732,0.182,144.0,0.531,5.0,4.0,no
7c0Kb3h8Dyy58f0CI94wcJ,0.0905,0.671,209000.0,0.972,7.58e-05,0.894,-4.599,0.0371,129.943,0.719,6.0,4.0,no
5J5uyhoBZxJwmjy2Zg6DgF,0.457,0.75,174533.0,0.46,0.0,0.0996,-7.932,0.0334,130.078,0.201,0.0,4.0,no
4aP8f6t0ckBQoJcNYJOfFg,0.2,0.374,226960.0,0.634,2.05e-06,0.793,-7.857,0.0348,143.947,0.178,8.0,4.0,no
3SnXwQUrvSacFziUYXTNKY,0.0185,0.333,332530.0,0.859,0.0,0.22,-2.286,0.148,86.882,0.125,6.0,5.0,no
4qKeh7EvpzghTBOTeti6UU,0.797,0.355,287467.0,0.546,0.000555,0.703,-6.993,0.0389,175.958,0.228,1.0,4.0,no
3DBErzKR7FVxLJvdzGlCLx,0.0385,0.753,241467.0,0.528,0.624,0.0693,-8.582,0.0624,126.007,0.903,9.0,3.0,no
52XoFtAGfg9AFuCB4YCcVQ,0.0573,0.665,436027.0,0.974,1.16e-05,0.953,-4.778,0.125,99.996,0.434,10.0,4.0,no
3WnqHMYl3TGRUymFsg2rzD,0.178,0.615,188000.0,0.913,0.0,0.0773,-5.077,0.0816,129.944,0.45,10.0,4.0,no
00LDJYy5CnOzB9g24ujMmj,0.077,0.674,287960.0,0.565,4.06e-05,0.151,-7.891,0.0452,76.832,0.751,5.0,4.0,no
3kfgJql90tzgoxByioAMXR,0.186,0.552,302253.0,0.608,0.0,0.125,-5.29,0.0259,134.05,0.17,1.0,4.0,no
3IACIxIQKxY7t5VVT1G5Fc,0.0894,0.744,260107.0,0.515,0.00522,0.117,-10.604,0.048,143.759,0.625,7.0,4.0,no
6fr7xSnqg3eceRaqGjsChP,0.0921,0.792,234507.0,0.786,6.37e-06,0.154,-5.01,0.0431,127.981,0.402,7.0,4.0,no
0fAbfDiuQiUwV7FUcFfRGY,0.00727,0.695,230333.0,0.723,1.2e-06,0.1,-3.806,0.0285,121.011,0.679,7.0,4.0,no
0EjvFMwz3ZoigTbrhvHeLg,0.021,0.676,196787.0,0.754,0.000105,0.169,-8.07,0.405,127.575,0.587,0.0,4.0,no
0Rxivga53VIO6stlgqIGtx,0.00505,0.617,266827.0,0.793,0.0101,0.087,-3.741,0.0379,126.939,0.416,6.0,4.0,no
1kGOndP1U1WS3VxPlIyk2b,0.00226,0.702,209480.0,0.977,0.000155,0.464,-4.154,0.0308,129.96,0.968,6.0,4.0,no
6f5FALKEMFyzlHtFg3cMaE,0.0033,0.762,258227.0,0.47,0.115,0.0697,-12.028,0.244,98.494,0.613,1.0,4.0,no
4TNjyKgPFu693U8V0UD5pK,0.00297,0.652,412533.0,0.955,0.944,0.476,-8.558,0.0405,130.01,0.785,9.0,4.0,no
6zBpdDGn6HBVwhygvJoldI,0.0664,0.67,201933.0,0.948,1.12e-05,0.0422,-4.28,0.0701,139.98,0.487,0.0,4.0,no
11UaQaEp2LvdspTyyuE3ur,0.0826,0.436,242080.0,0.95,1.08e-06,0.149,-2.627,0.057,162.088,0.352,5.0,4.0,no
15DeqWWQB4dcEWzJg15VrN,0.111,0.668,201107.0,0.672,0.0,0.329,-4.931,0.0303,89.011,0.539,2.0,4.0,no
1m55LdklOb7bvT1ZEPTtWJ,0.0184,0.617,368257.0,0.972,0.00187,0.209,-7.11,0.0426,139.998,0.668,0.0,4.0,no
1AyV02nax2hO5kqEJxJ9V5,0.0037,0.567,250160.0,0.729,0.666,0.152,-8.04,0.0271,77.038,0.687,3.0,4.0,no
2ZMDfZ2VB5J1SVKEBP9ryH,0.103,0.825,257920.0,0.877,0.0,0.33,-4.556,0.118,133.973,0.963,6.0,4.0,no
4zus3e8CIcNnVHPvU6S9Hg,0.008,0.773,367600.0,0.859,0.000611,0.544,-4.778,0.224,127.965,0.425,8.0,4.0,no
5t7fAlnFFZOIPr3O9K0RjC,0.00164,0.367,201093.0,0.955,0.414,0.984,-7.202,0.0847,112.007,0.161,1.0,4.0,no
45Zx8ZcEFhSULdsLGRtpkM,5.02e-05,0.465,477600.0,0.842,0.895,0.061,-7.579,0.0378,140.018,0.682,7.0,4.0,no
46KVJGcRnKgkkzQ89guheB,0.0195,0.819,293640.0,0.586,0.0111,0.435,-6.249,0.0542,127.008,0.476,5.0,4.0,no
6ua8mbyHXTHpAmGyGpFAS2,0.0288,0.603,238267.0,0.774,0.051,0.0533,-6.066,0.0428,124.994,0.48,3.0,4.0,no
1R1hDUE9EvuyMkWTdzMu7R,0.0114,0.69,260603.0,0.856,0.00938,0.236,-8.453,0.0317,138.003,0.459,6.0,4.0,no
2eDuFdFuvpUS38cT4LMx53,0.133,0.791,220107.0,0.789,0.222,0.46,-5.406,0.0388,115.011,0.899,11.0,4.0,no
3QWlNu9qSeXgwc3WIdTfOu,0.114,0.695,194960.0,0.946,6.79e-06,0.0654,-4.536,0.0354,120.049,0.895,10.0,4.0,no
40FSCWL1EsEey17ALmPhfW,0.305,0.575,239360.0,0.746,0.000251,0.698,-7.194,0.0346,121.962,0.294,7.0,4.0,no
4i0A9XR4DiWWxPoU4XPQk6,0.000445,0.702,439338.0,0.967,0.562,0.324,-5.696,0.0535,127.996,0.71,0.0,4.0,no
360ZhWvMnyXKYFG9Mqsm89,0.0195,0.76,205884.0,0.696,0.0,0.278,-5.811,0.0491,127.029,0.903,0.0,4.0,no
2QUZjaikF8u8cK5xeHztED,0.000539,0.622,249467.0,0.916,0.699,0.239,-7.79,0.0357,132.001,0.967,8.0,4.0,no
3myI1o0izYfh2z9JTQzCfJ,0.00631,0.543,275387.0,0.73,0.0,0.213,-6.086,0.0384,150.187,0.267,1.0,4.0,no
2VZ5Vtjn16RThAvaFz3sJZ,0.019,0.581,218160.0,0.907,0.00988,0.312,-4.844,0.0651,127.982,0.608,6.0,4.0,no
3L6ElyPX3NrPeIRJ0GbXDx,0.00034,0.646,543493.0,0.881,0.921,0.167,-8.739,0.0412,132.026,0.806,6.0,4.0,no
5P4wWhUYWM0IaVYLuZxdar,0.0408,0.433,244227.0,0.7,0.0,0.115,-3.709,0.0336,160.927,0.398,5.0,4.0,no
5vboe2jdiTQqTlrWK9Lzow,1.53e-05,0.607,213240.0,0.911,0.007,0.141,-4.588,0.0297,131.911,0.558,5.0,4.0,no
41KMz96q61OB9MN1G83zw2,0.0383,0.59,298840.0,0.922,1.77e-06,0.986,-6.594,0.0513,120.391,0.581,0.0,4.0,no
0zpjG9KjXTWNGJZaBhi5ZI,0.0456,0.64,230333.0,0.675,0.0,0.0989,-5.848,0.0241,100.993,0.42,3.0,4.0,no
4i3GraNMzBKze1WsVl38DS,0.209,0.49,139575.0,0.507,0.00104,0.119,-6.205,0.0849,147.037,0.237,2.0,3.0,no
2ILGSjxBFR2i2EUO9tbWMP,0.0584,0.817,251173.0,0.696,0.0156,0.111,-5.393,0.0616,112.009,0.855,8.0,4.0,no
7dIOZknoyIeB90MUeOQTLa,0.867,0.444,214160.0,0.286,0.00348,0.719,-9.368,0.0396,109.7,0.245,6.0,4.0,no
1hzV2vgAOjm9VJA7m0kA04,0.000301,0.501,271840.0,0.562,0.00767,0.118,-6.658,0.0306,128.005,0.15,9.0,4.0,no
0z1mPgL88RqUV7UCFHPoxw,0.000518,0.677,406234.0,0.945,0.0497,0.0826,-7.081,0.0397,131.989,0.354,11.0,4.0,no
3TWn45VNm8QDQCtQKkwf6H,0.000199,0.795,229880.0,0.817,0.000734,0.0608,-6.084,0.0435,127.082,0.508,2.0,4.0,no
0bGulLFbiIEUmfKiwsHWih,0.0281,0.739,183333.0,0.859,0.00031,0.056,-3.409,0.278,130.051,0.862,11.0,4.0,no
27sMvUbyz4RXxpycUMWcO4,0.000539,0.622,249467.0,0.916,0.699,0.239,-7.79,0.0357,132.001,0.967,8.0,4.0,no
4e2dYXqEJZk154xTbHIDpl,0.00353,0.694,227187.0,0.781,2.6e-05,0.063,-5.281,0.0393,128.025,0.712,6.0,4.0,no
0tgDE1Jcfjw8skj1dO6hCu,0.0366,0.67,215032.0,0.818,0.00165,0.362,-8.215,0.0274,136.983,0.813,0.0,4.0,no
7lAD6W07EfSkEs9nHENFi5,0.657,0.51,208040.0,0.71,0.0,0.0496,-4.39,0.0589,124.006,0.298,6.0,5.0,no
6fdt14DDYJLKrbspjfhJkC,0.0466,0.858,222640.0,0.528,0.00619,0.244,-8.026,0.11,129.394,0.803,11.0,4.0,no
6HWYtS215rxaaMjvpyG18W,0.13,0.459,261800.0,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,0.281,6.0,4.0,no
3iF8GP26K75DgEPh8qiI0O,0.914,0.375,273000.0,0.0929,0.00024,0.194,-17.598,0.0347,136.536,0.176,0.0,4.0,no
4Tdxq0uojMFHZz7AZ4OLYt,0.000185,0.629,409846.0,0.757,0.0,0.137,-9.706,0.031,129.994,0.396,9.0,4.0,no
5fN7PPR9UQOktQlz3l3ZWs,0.00361,0.695,512227.0,0.722,0.0283,0.05,-6.84,0.0374,129.992,0.399,1.0,4.0,no
0a8EG6QolzsaHTkQ2Wvq5S,0.00204,0.611,240640.0,0.577,0.00503,0.0754,-7.814,0.041,129.349,0.418,4.0,4.0,no
5ETI1h2PUnt9ymcOilbA2b,0.00194,0.71,391747.0,0.935,1.5e-05,0.0522,-5.147,0.061,128.011,0.873,8.0,4.0,no
7gdtGgPQcSzRYJ6ZpT9QAC,0.00183,0.444,208213.0,0.912,0.000376,0.969,-4.605,0.115,120.946,0.405,7.0,4.0,no
6seaOg1sVQWV02OFbjlXJt,0.0588,0.354,433427.0,0.891,1.49e-05,0.721,-9.993,0.139,94.01,0.391,11.0,4.0,no
73OX8GdpOeGzKC6OvGSbsv,0.051,0.576,199200.0,0.777,0.0,0.32,-2.881,0.0324,115.028,0.428,9.0,4.0,no
7nEVmoNBH9utA10kyw9qUO,0.00246,0.671,436442.0,0.972,0.479,0.245,-5.85,0.0603,141.961,0.674,3.0,4.0,no
7pEx29YMRF0IjsXWz1aANe,0.00023,0.608,408653.0,0.974,0.715,0.374,-7.356,0.0475,140.01,0.383,1.0,4.0,no
74JJSGFQoRgCNSPpMkhptd,0.0287,0.384,258800.0,0.575,0.0,0.399,-7.931,0.0348,169.949,0.132,1.0,4.0,no
6BdgtqiV3oXNqBikezwdvC,0.0107,0.35,233560.0,0.845,0.0,0.123,-5.614,0.2,99.643,0.45,7.0,5.0,no
7hkPkGGmbDUMhmJCyoDpCu,9.12e-05,0.686,217280.0,0.866,0.0307,0.263,-8.138,0.0419,127.008,0.274,2.0,4.0,no
2QrQCMel6v2JiLxqrg4p2O,0.0177,0.403,213080.0,0.627,0.0,0.182,-5.28,0.0292,74.9,0.374,2.0,4.0,no
3FqPZsnLb2N09jHjLNOAJj,0.228,0.4,300129.0,0.882,0.0,0.965,-5.542,0.0991,184.547,0.311,2.0,4.0,no
5zmx5brhHanVAJGZyL7jk4,0.00153,0.569,207085.0,0.989,0.00432,0.338,-5.144,0.0435,141.945,0.437,0.0,4.0,no
4vy0kVo1ygAIKTZU3F5OoT,0.00092,0.593,229943.0,0.61,0.0,0.125,-5.733,0.231,127.963,0.738,0.0,4.0,no
2Gb7MpMskfGc4c4JDR0Dk5,0.0531,0.752,205453.0,0.755,0.00239,0.254,-6.243,0.0316,125.982,0.537,0.0,4.0,no
3esA216TyLHEkNiBCeCmcg,0.647,0.666,245333.0,0.434,1.95e-06,0.124,-8.543,0.0289,126.084,0.396,1.0,4.0,no
3XLSlQLJf3Ut0zvMUxnF1h,0.393,0.683,290791.0,0.695,0.00124,0.124,-6.798,0.0574,135.337,0.406,1.0,4.0,no
7rcGfwDaTFZeEcnFfVe9Ku,0.000188,0.665,408750.0,0.867,0.473,0.0435,-6.703,0.0405,127.994,0.914,0.0,4.0,no
0gqLairXmwf8MLIWmPYqhn,0.0165,0.675,191000.0,0.862,0.000427,0.169,-4.614,0.0253,129.967,0.498,11.0,4.0,no
5JwZwNT0SyOZlErdpvdEg3,0.895,0.595,199173.0,0.232,0.00019,0.191,-13.456,0.034,145.944,0.459,11.0,4.0,no
2zrVsLKDys6gzdFHUEWkkC,0.000602,0.705,358167.0,0.845,0.286,0.0645,-7.722,0.0464,140.029,0.31,0.0,4.0,no
5Vh5aCTe5cSt8QDQFgZa2R,0.0196,0.724,263560.0,0.66,0.0163,0.173,-8.456,0.0325,129.308,0.165,11.0,4.0,no
33ncc1aDPkhEOYZIASNS3Q,0.00881,0.609,209013.0,0.95,1.47e-05,0.399,-6.02,0.0822,104.976,0.507,1.0,4.0,no
4QTPXntU1GPF932cw62ocq,0.097,0.815,189667.0,0.895,0.00736,0.0757,-4.974,0.0423,121.991,0.962,11.0,4.0,no
02gxzCaJxGfazQX4HNBRlk,0.00418,0.589,204448.0,0.965,0.0754,0.254,-7.314,0.0455,139.996,0.71,9.0,4.0,no
26Qnd0WhbkQbORvSNEno8p,0.00652,0.784,326107.0,0.673,0.888,0.0391,-7.808,0.0527,122.009,0.81,1.0,4.0,no
1fPCGREltHJuV3axEPydLp,0.403,0.853,189200.0,0.706,0.046,0.0751,-7.598,0.0451,121.991,0.778,7.0,4.0,no
5Sc5Lr7Q8nB9DZ3sq2xcn5,0.422,0.402,267413.0,0.666,9.51e-05,0.954,-6.443,0.0362,104.28,0.126,9.0,4.0,no
41J8qBSULw9bIwnijSxMLc,0.239,0.786,355540.0,0.843,0.484,0.0593,-11.592,0.211,137.995,0.461,5.0,4.0,no
6A6L190ZoMFe511moW0nz2,0.026,0.535,195093.0,0.926,7.68e-06,0.199,-3.873,0.0578,179.998,0.707,1.0,4.0,no
7j92toegSoVnrCuoZJ3L5h,0.000501,0.397,192333.0,0.904,3.68e-05,0.0804,-3.048,0.0433,165.122,0.414,2.0,4.0,no
1FzI2PCPHwPbUZho30WaxQ,0.0154,0.789,197387.0,0.555,0.0297,0.0961,-5.461,0.0512,115.967,0.848,7.0,4.0,no
5NsYNCX3Tf8W1tXjmD3xZi,0.000727,0.461,210960.0,0.952,0.0156,0.376,-3.923,0.0471,128.052,0.534,0.0,4.0,no
7kHU3Re5YQd45PLwGRbGvE,0.104,0.778,162893.0,0.76,1.79e-05,0.116,-6.596,0.045,134.098,0.686,8.0,4.0,no
69o9kr9UexjzeZDE8yD8dQ,0.156,0.243,258487.0,0.712,0.0,0.111,-4.307,0.0577,202.319,0.273,5.0,4.0,no
1spLfUJxtyVyiKKTegQ2r4,0.00349,0.483,220147.0,0.751,0.0,0.128,-5.726,0.0365,156.092,0.268,4.0,4.0,no
0Vg1yAuI4JzMylJNHXDNFY,0.00857,0.701,250693.0,0.618,0.28,0.106,-7.846,0.0396,134.017,0.407,10.0,4.0,no
5vDXztyM20GYnUwUUWo4Og,0.106,0.534,270320.0,0.878,1.33e-06,0.98,-4.961,0.0397,132.04,0.124,0.0,4.0,no
1p5jgCAGFDBIBs6ZbWIMvA,0.0149,0.666,191843.0,0.978,0.0444,0.222,-5.118,0.0925,139.991,0.63,11.0,4.0,no
5BK8Fc9NA2MLkZaSY4vBQ3,0.0558,0.639,207000.0,0.97,0.000641,0.32,-7.413,0.0524,141.994,0.402,8.0,4.0,no
2ythurkTtSiyfK7GprJoFW,0.0139,0.516,217160.0,0.917,6.37e-06,0.36,-3.186,0.0827,145.821,0.635,11.0,4.0,no
2f3tjFRhnE2rJfnLwWfxCe,0.149,0.887,221240.0,0.533,0.000589,0.122,-5.536,0.0432,129.939,0.399,1.0,4.0,no
5iCcErxme1PBNoEKrZb7uQ,0.519,0.372,138267.0,0.687,0.76,0.529,-11.364,0.0502,111.954,0.0436,4.0,4.0,no
3ID8o4fxyK2jzcpgf1fGoc,0.0403,0.748,227173.0,0.651,0.0199,0.0803,-7.753,0.0306,121.997,0.698,1.0,4.0,no
4gXNhANuxquA0Q41yvoXeD,0.00331,0.591,196173.0,0.537,0.000621,0.232,-6.649,0.0295,130.087,0.142,1.0,4.0,no
0OXGllfpE2q1agVPx1XkIY,0.123,0.418,255733.0,0.936,0.0,0.945,-4.755,0.0668,111.558,0.429,7.0,4.0,no
1gxzJ1Yt5IgnNntBlJUBzh,0.00178,0.663,190000.0,0.905,0.0,0.336,-5.55,0.054,144.978,0.774,0.0,4.0,no
