track.uri,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature,is_banger
3ZFTkvIE7kyPt6Nu3PEa7V,0.0012402121094587466,1.0172462723035438,-0.3726366348644208,0.6607057727934325,-0.48888495244926167,0.6421751188953176,0.539873658434545,-0.04361549732069522,-0.8991855983679584,0.9058026411513022,1.3292925897495889,0.2551633459322811,yes
6bK9BH9Ts8Gj5JFvnQkzak,0.9551221283634889,0.805225071142271,-0.45009922533327384,0.6607057727934325,-0.48888495244926167,-0.35816838736984824,0.8449488831483614,-0.48119867284123313,-0.8914514269841759,0.781954253133311,1.3292925897495889,0.2551633459322811,yes
77FULy278MulVvGWS8BfK7,-0.7719822503085807,0.4270250906924337,-0.6991799620112444,0.795598452325484,-0.4874656966675174,-0.3136186765645169,0.7627931193746579,-0.6032289105216084,0.30698259821853174,-0.06997253717226393,1.605711582799319,0.2551633459322811,yes
2x7MyWybabEz6Y6wvHuwGE,-0.7433657928209599,1.2693795926034352,-0.08530068391102788,0.35897214752437007,-0.48874335924949047,-0.26501899204961016,0.7755263906177159,-0.5317364480421967,-0.1351139170784236,0.8570138822351238,-1.1584783476979812,0.2551633459322811,yes
5rb9QrpfcKFHM1EUbSIurX,-0.7667792580381042,1.6819613894578038,0.01642395644327733,0.5435621300419143,-0.48888495244926167,-0.8409252535512561,0.7479667076532889,0.46546014067925456,-0.6980165781043599,0.24903088651044022,-0.8820593546482511,0.2551633459322811,yes
2bLqfJjuC5syrsgDsZfGmn,-0.29648656781225363,0.7479220438013865,-0.8423658301876835,0.6003590477396202,2.007276855723894,0.29387737987181856,0.4352166345189992,0.3175447010666784,-0.3056282268052584,0.9320735113369366,-0.6056403615985211,0.2551633459322811,yes
5aEqcblO0Z6JloFJXtxyhe,-0.8115538970768161,0.18635237586071865,-0.6253693343418409,1.2002764909216384,-0.48884207563524645,0.5490257235750794,0.6323206962266106,-0.27534968604706456,0.7927852382623829,-0.08873744444771714,0.7764546036501289,0.2551633459322811,yes
2VOomzT6VavJOGBeySqaMc,-0.5702217722645465,0.6103947781832636,-0.12514685227729958,0.6216578918762596,-0.48888495244926167,-0.31766865027409247,0.780061528320723,-0.21125299554828159,0.10371890653849186,0.770695308768039,1.605711582799319,0.2551633459322811,yes
0HPD5WQqrq7wPWR7P7Dw1i,-0.5332227161189357,0.8854493094195094,-0.5944059929828113,0.7068532684228185,-0.48888495244926167,0.17237816858455132,1.0935093149477828,0.8352487397106949,-0.09338161732009595,0.7406714571273139,-0.8820593546482511,0.2551633459322811,yes
0uXO2GrNiIb1xHT9LUdxZE,-0.5968148438692042,1.2178068679966392,-0.6406882938075189,-0.03860627635957103,-0.48683750148543387,-0.4675176775283886,0.692324056604857,-0.3160264319405231,0.3087550124939813,1.0671808437201997,1.605711582799319,0.2551633459322811,yes
5IVuqXILoxVWvWEPm82Jxr,-0.8124788734804564,0.26084631140386855,-0.15520624244834663,0.4690161755636753,-0.48888495244926167,-0.708491113248135,0.41707608370697125,1.8706568169987283,-0.9337879588818611,0.6168230691093232,-0.8820593546482511,0.2551633459322811,yes
228BxWXUYQPJrJYHDLOHkj,0.1110811600417411,1.441288674626089,-0.6798956700009495,0.5648609741785541,-0.4888760114702151,-0.6558414550236525,0.4263207874861778,-0.15824996302044173,-1.0609586831454139,0.8420019564147613,-1.434897340747711,0.2551633459322811,yes
2PpruBYCo4H7WOBJ7Q2EwM,-0.5219495661995699,0.7250008328650327,-0.16629471035426616,1.193176876209425,-0.4871166993441377,-0.29336880801663917,1.1732230814967903,-0.096618529848535,-1.7248889578720117,1.6826698023550641,-0.3292213685487911,0.2551633459322811,yes
0k2GOhqsrxDTAbFFSdNJjT,-0.5132779124154423,2.0085886453008452,-0.36685134726133234,-0.13445107497444977,-0.48888495244926167,-0.7097061053610078,0.7521529886099106,-0.07073332791633412,0.10851248151073219,1.1459934542771029,-1.434897340747711,0.2551633459322811,yes
04KTF78FFg8sOHC1BADqbY,-0.2242227862778574,2.0372401589712874,-0.2503380654716323,0.3802709916610098,-0.48888495244926167,-0.7489908503438907,0.7385475755008897,0.5640704337543053,-0.6151562107270626,1.4837617852352605,1.605711582799319,0.2551633459322811,yes
4RY96Asd9IefaL3X4LOLZ8,-0.06813301816356153,1.7278038113305116,-0.6694459942678711,0.2915258077583443,-0.48888495244926167,-0.6947212026355781,1.0833924693026133,3.3621374997588718,-1.3005971496148065,1.0821927695405624,0.2236166175506689,0.2551633459322811,yes
2kQuhkFX7uSVepCD3h29g5,0.10819060878036525,1.9398250124917837,-0.4417346636738085,0.36962156959268994,-0.48888495244926167,-0.5647170465582023,0.6656365155063927,-0.33944637654584764,-0.13567786707515817,1.5287975626963484,-0.052802375499061104,0.2551633459322811,yes
2wGSgTmgSF3xjRrHkTc25R,-0.4149991695286634,1.1547735379216668,-0.5135686514121567,0.5222632859052746,-0.48888495244926167,-0.4999174672049932,0.7336635810514976,1.6364573709454826,-0.9002329340761788,-0.3064103688429742,1.0528735966998588,0.2551633459322811,yes
4wH4dJgrsxONID6KS2tDQM,-0.7442329581993725,1.120391721517136,0.11911281139809729,0.49386482705642165,-0.4876950377657384,-0.5080174146241443,0.7286051582289129,-0.42573038298651705,0.41795990114728887,1.0146391033489308,0.2236166175506689,0.2551633459322811,yes
0CAfXk7DXMnon4gLudAp7J,-0.5514331890656035,1.8194886550759268,-0.2122515887513,-0.1025028087694902,-0.48888495244926167,-0.435117887851784,0.5838296084790744,0.059925310408108175,0.22806988081837357,-0.7980509394598478,1.3292925897495889,0.2551633459322811,yes
